TARGETID,p_void,p_sheet,p_filament,p_knot,H
39627794476435354,0.0,1.0,0.0,0.0,-0.0
39627812579053607,0.0,0.72,0.28,0.0,0.4277254052800653
39627806547645143,0.0,0.98,0.02,0.0,0.07072027127091034
39627812562277114,0.0,0.97,0.03,0.0,0.0971959289157881
39627788411471311,0.0,0.01,0.99,0.0,0.04039656794795559
39627800503652392,0.0,0.09,0.91,0.0,0.21823490853205144
39627800503652696,0.0,0.07,0.93,0.0,0.18296182545011158
39627794459660664,0.0,0.04,0.96,0.0,0.12114609454120741
39627794459660716,0.0,0.34,0.66,0.0,0.46240935248651505
39627770300469388,0.0,0.48,0.52,0.0,0.4994227679976009
39627782388450727,0.0,0.59,0.41,0.0,0.488250234378912
39627794459660996,0.0,0.57,0.43,0.0,0.4929075185894599
39627764264866595,0.0,0.07,0.93,0.0,0.18296182545011158
39627746141277700,0.0,0.51,0.49,0.0,0.49985572087640495
39627752189464481,0.01,0.98,0.01,0.0,0.08072027127091033
39627800507843637,0.0,0.62,0.38,0.0,0.47902101111314976
39627794463850556,0.0,0.26,0.74,0.0,0.4133731862463089
39627758208289310,0.0,0.24,0.76,0.0,0.39752013969226113
39627800503650205,0.0,0.58,0.42,0.0,0.49072694751682683
39627764273253644,0.0,0.26,0.74,0.0,0.4133731862463089
39627782363287866,0.0,0.46,0.54,0.0,0.49768921941011285
39627800507843912,0.0,0.37,0.63,0.0,0.47533604634353294
39627758216678355,0.0,0.44,0.56,0.0,0.4947937606110278
39627800507843901,0.0,0.25,0.75,0.0,0.4056390622295664
39627788398891213,0.0,0.34,0.66,0.0,0.46240935248651505
39627800507843878,0.0,0.95,0.05,0.0,0.14319847855797813
39627800507843769,0.0,0.7,0.3,0.0,0.44064544961534635
39627800507843730,0.0,0.19,0.81,0.0,0.3507357299419487
39627764243890266,0.0,0.0,0.99,0.01,0.04039656794795559
39627764243890269,0.0,0.62,0.38,0.0,0.47902101111314976
39627800507844010,0.0,0.83,0.17,0.0,0.32885238937210975
39627794459662234,0.0,0.43,0.57,0.0,0.4929075185894599
39627752168494776,0.0,0.11,0.89,0.0,0.249957979082264
39627764256478546,0.0,0.96,0.04,0.0,0.12114609454120741
39627794459661521,0.0,0.17,0.83,0.0,0.32885238937210975
39627800499458839,0.0,0.03,0.97,0.0,0.0971959289157881
39627794459661830,0.0,0.32,0.68,0.0,0.45219072886224687
39627788424059113,0.0,0.51,0.49,0.0,0.49985572087640495
39627794459661955,0.0,0.19,0.81,0.0,0.3507357299419487
39627800507842792,0.0,0.07,0.92,0.01,0.22283217282912027
39627794459662017,0.0,0.08,0.92,0.0,0.2010895951011364
39627800503650485,0.0,0.51,0.49,0.0,0.49985572087640495
39627806535062030,0.0,0.45,0.55,0.0,0.49638722699390414
39627764256478084,0.01,0.98,0.01,0.0,0.08072027127091033
39627788428247198,0.0,0.53,0.47,0.0,0.4987007942838698
39627770279497963,0.0,0.03,0.94,0.03,0.19372245957723813
39627764269060352,0.0,0.35,0.65,0.0,0.4670340276877455
39627794459662341,0.0,0.6,0.4,0.0,0.4854752972273343
39627770304663415,0.0,0.25,0.75,0.0,0.4056390622295664
39627788398888646,0.0,0.71,0.29,0.0,0.43436062316970225
39627764264865568,0.0,0.55,0.45,0.0,0.49638722699390414
39627746124499155,0.0,0.23,0.77,0.0,0.38900565177326885
39627764252284813,0.0,0.04,0.96,0.0,0.12114609454120741
39627758212482403,0.0,0.21,0.79,0.0,0.37074136996563684
39627752176880866,0.0,0.89,0.11,0.0,0.249957979082264
39627800478486302,0.0,0.52,0.48,0.0,0.4994227679976009
39627800503653138,0.0,0.65,0.35,0.0,0.4670340276877455
39627752176880782,0.0,0.95,0.05,0.0,0.14319847855797813
39627788394694032,0.0,0.31,0.69,0.0,0.4465867291889284
39627758212486260,0.0,0.74,0.26,0.0,0.4133731862463089
39627806530863991,0.0,0.75,0.25,0.0,0.4056390622295664
39627800507842856,0.0,0.69,0.31,0.0,0.4465867291889284
39627770300469382,0.0,0.97,0.03,0.0,0.0971959289157881
39627800491070225,0.0,0.43,0.57,0.0,0.4929075185894599
39627770300470274,0.0,0.17,0.83,0.0,0.32885238937210975
39627752164294993,0.0,0.88,0.12,0.0,0.2646804326436822
39627800478483061,0.0,0.05,0.94,0.01,0.1832231322266888
39627800478483083,0.0,0.07,0.93,0.0,0.18296182545011158
39627800503650341,0.0,0.66,0.34,0.0,0.46240935248651505
39627800478486423,0.0,0.59,0.41,0.0,0.488250234378912
39627800503651222,0.0,0.63,0.37,0.0,0.47533604634353294
39627806526674338,0.0,0.26,0.74,0.0,0.4133731862463089
39627800495261256,0.0,0.83,0.17,0.0,0.32885238937210975
39627764256473550,0.0,0.0,1.0,0.0,-0.0
39627800499457947,0.0,0.1,0.9,0.0,0.2344977967946406
39627788407275584,0.0,0.66,0.34,0.0,0.46240935248651505
39627800499457921,0.0,0.11,0.89,0.0,0.249957979082264
39627782371674881,0.0,0.02,0.98,0.0,0.07072027127091034
39627800478482984,0.0,0.75,0.25,0.0,0.4056390622295664
39627800507846201,0.0,0.14,0.86,0.0,0.292119405821428
39627764260670559,0.0,0.31,0.69,0.0,0.4465867291889284
39627746153857125,0.0,0.14,0.86,0.0,0.292119405821428
39627764260667930,0.0,0.08,0.92,0.0,0.2010895951011364
39627752168493582,0.0,0.0,0.93,0.07,0.18296182545011158
39627806530864739,0.0,0.56,0.44,0.0,0.4947937606110278
39627746153857068,0.0,0.03,0.97,0.0,0.0971959289157881
39627746149668170,0.0,0.29,0.71,0.0,0.43436062316970225
39627764260667921,0.0,0.19,0.81,0.0,0.3507357299419487
39627770279495961,0.0,0.62,0.38,0.0,0.47902101111314976
39627800507843331,0.0,0.85,0.15,0.0,0.3049201523582002
39627770279495909,0.0,0.92,0.08,0.0,0.2010895951011364
39627752172689653,0.0,0.65,0.35,0.0,0.4670340276877455
39627806530867677,0.0,0.91,0.09,0.0,0.21823490853205144
