TARGETID,p_void,p_sheet,p_filament,p_knot,H
39632986332728636,0.0,0.95,0.05,0.0,0.14319847855797813
39632976413198641,0.0,0.98,0.02,0.0,0.07072027127091034
39632976417391912,0.0,0.13,0.87,0.0,0.2787190925139945
39632966439142721,0.0,0.04,0.96,0.0,0.12114609454120741
39632986320143181,0.0,0.03,0.96,0.01,0.13737165703039006
39632966426562524,0.0,0.12,0.88,0.0,0.2646804326436822
39632981354086434,0.0,0.82,0.18,0.0,0.34003852286413994
39632941231377725,0.0,0.54,0.46,0.0,0.49768921941011285
39632976413198486,0.0,0.82,0.18,0.0,0.34003852286413994
39632996176756890,0.0,0.02,0.98,0.0,0.07072027127091034
39632976413198468,0.0,0.81,0.19,0.0,0.3507357299419487
39632946298097508,0.0,0.33,0.67,0.0,0.4574631863898637
39632986307563345,0.0,0.91,0.09,0.0,0.21823490853205144
39632941231377646,0.0,0.77,0.23,0.0,0.38900565177326885
39632941231375381,0.0,0.86,0.14,0.0,0.292119405821428
39632966434947353,0.0,0.24,0.76,0.0,0.39752013969226113
39632996172566234,0.0,0.3,0.7,0.0,0.44064544961534635
39632956397980452,0.0,0.67,0.33,0.0,0.4574631863898637
39632986320144625,0.0,0.1,0.9,0.0,0.2344977967946406
39632966439142576,0.0,0.57,0.43,0.0,0.4929075185894599
39632961397589028,0.0,0.15,0.85,0.0,0.3049201523582002
39632961397589064,0.0,0.1,0.88,0.02,0.30368177794258344
39632961397589068,0.0,0.9,0.1,0.0,0.2344977967946406
39632986307563360,0.0,0.63,0.37,0.0,0.47533604634353294
39632941231374829,0.0,0.02,0.97,0.01,0.11097036642660543
39632961410172672,0.0,0.97,0.03,0.0,0.0971959289157881
39632976400613580,0.0,0.82,0.18,0.0,0.34003852286413994
39632956364427098,0.0,0.73,0.27,0.0,0.42073231810408784
39632986320142856,0.0,0.76,0.24,0.0,0.39752013969226113
39632976417391976,0.0,0.85,0.15,0.0,0.3049201523582002
39632956364426849,0.0,0.92,0.08,0.0,0.2010895951011364
39632991248450858,0.0,0.44,0.56,0.0,0.4947937606110278
39632981358280858,0.0,0.93,0.07,0.0,0.18296182545011158
39632961393395194,0.0,0.0,1.0,0.0,-0.0
39632981358280986,0.0,0.01,0.98,0.01,0.08072027127091033
39632971442946721,0.0,0.99,0.01,0.0,0.04039656794795559
39632956368618306,0.0,0.04,0.96,0.0,0.12114609454120741
39632961410172575,0.0,0.01,0.97,0.02,0.11097036642660543
39632961397589095,0.0,0.63,0.37,0.0,0.47533604634353294
39632966422368086,0.0,0.64,0.36,0.0,0.4713415946277461
39632981358281039,0.0,0.0,0.92,0.08,0.2010895951011364
39632966443336617,0.0,0.0,0.99,0.01,0.04039656794795559
39632966434947548,0.0,0.02,0.97,0.01,0.11097036642660543
39632986324337492,0.0,0.64,0.36,0.0,0.4713415946277461
39632986303367787,0.0,0.18,0.82,0.0,0.34003852286413994
39632986303367841,0.0,0.37,0.63,0.0,0.47533604634353294
39632961397589166,0.0,0.25,0.75,0.0,0.4056390622295664
39632956393783395,0.0,0.05,0.95,0.0,0.14319847855797813
39632971409392211,0.0,0.55,0.45,0.0,0.49638722699390414
39632991252646973,0.0,0.0,0.94,0.06,0.16372245957723813
39632976383838181,0.0,0.82,0.18,0.0,0.34003852286413994
39632946293902410,0.0,0.28,0.72,0.0,0.4277254052800653
39632976383838293,0.0,0.68,0.32,0.0,0.45219072886224687
39632976383839546,0.0,0.06,0.91,0.03,0.2595582210645035
39632946310677659,0.0,0.96,0.04,0.0,0.12114609454120741
39632961422757068,0.0,0.9,0.1,0.0,0.2344977967946406
39632961422757041,0.0,0.01,0.98,0.01,0.08072027127091033
39632991261033516,0.0,0.13,0.87,0.0,0.2787190925139945
39632991261033533,0.0,0.75,0.25,0.0,0.4056390622295664
39632976379642459,0.0,0.22,0.78,0.0,0.38008375148098283
39632946298094246,0.0,0.08,0.92,0.0,0.2010895951011364
39632981358281869,0.0,0.05,0.95,0.0,0.14319847855797813
39632981358281864,0.0,0.03,0.97,0.0,0.0971959289157881
39632981358281824,0.0,0.95,0.05,0.0,0.14319847855797813
39632971409392076,0.0,0.04,0.96,0.0,0.12114609454120741
39632971409393025,0.0,0.06,0.94,0.0,0.16372245957723813
39632991265227434,0.0,0.92,0.08,0.0,0.2010895951011364
39632981358281635,0.0,0.12,0.88,0.0,0.2646804326436822
39632981358281945,0.0,0.21,0.78,0.01,0.4094279001393156
39632976383837968,0.0,0.32,0.68,0.0,0.45219072886224687
39632991252646943,0.0,0.62,0.38,0.0,0.47902101111314976
39632966430756539,0.0,0.97,0.03,0.0,0.0971959289157881
39632961431144643,0.0,0.21,0.79,0.0,0.37074136996563684
39632961431144568,0.0,0.95,0.05,0.0,0.14319847855797813
39632956381203250,0.0,0.52,0.48,0.0,0.4994227679976009
39632946306483691,0.0,0.38,0.62,0.0,0.47902101111314976
39632971401005321,0.0,0.48,0.52,0.0,0.4994227679976009
39632971401005713,0.0,0.39,0.61,0.0,0.4823997742525436
39632976383837853,0.0,0.84,0.16,0.0,0.3171547773202831
39632946310676842,0.0,0.16,0.84,0.0,0.3171547773202831
39632976383839662,0.0,0.18,0.82,0.0,0.34003852286413994
39632976383836915,0.0,0.39,0.61,0.0,0.4823997742525436
39632966430756048,0.0,0.58,0.42,0.0,0.49072694751682683
39632986315949026,0.0,0.04,0.96,0.0,0.12114609454120741
39632941218794166,0.0,0.89,0.11,0.0,0.249957979082264
39632976383837933,0.0,0.39,0.61,0.0,0.4823997742525436
39632961426950133,0.0,0.53,0.47,0.0,0.4987007942838698
39632976383839705,0.0,0.05,0.95,0.0,0.14319847855797813
39632976383838885,0.0,0.44,0.56,0.0,0.4947937606110278
39632951327065111,0.0,0.79,0.21,0.0,0.37074136996563684
39632961426949942,0.0,0.16,0.84,0.0,0.3171547773202831
39632946293902271,0.0,0.95,0.05,0.0,0.14319847855797813
39632976383839791,0.0,0.73,0.27,0.0,0.42073231810408784
39632976383839418,0.0,0.02,0.98,0.0,0.07072027127091034
39632961405978461,0.0,0.03,0.96,0.01,0.13737165703039006
39632976417392419,0.0,0.47,0.53,0.0,0.4987007942838698
39632991244257796,0.0,0.16,0.84,0.0,0.3171547773202831
39632976417392276,0.0,0.46,0.54,0.0,0.49768921941011285
39632951348037517,0.0,0.29,0.71,0.0,0.43436062316970225
39632976383839160,0.0,0.71,0.29,0.0,0.43436062316970225
39632976383839142,0.0,0.9,0.1,0.0,0.2344977967946406
39632951348037452,0.0,0.33,0.67,0.0,0.4574631863898637
39632981387641874,0.0,0.06,0.94,0.0,0.16372245957723813
39632951348037393,0.0,0.51,0.49,0.0,0.49985572087640495
39632996168368217,0.0,0.69,0.31,0.0,0.4465867291889284
39632951348037289,0.0,0.18,0.82,0.0,0.34003852286413994
39632976383839048,0.0,0.23,0.77,0.0,0.38900565177326885
39632991252644007,0.0,0.88,0.12,0.0,0.2646804326436822
39632951348037159,0.0,0.05,0.94,0.01,0.1832231322266888
39632951348037110,0.0,0.96,0.04,0.0,0.12114609454120741
39632951348037087,0.0,0.55,0.45,0.0,0.49638722699390414
39632966413976960,0.0,0.74,0.26,0.0,0.4133731862463089
39632976383839040,0.0,0.07,0.93,0.0,0.18296182545011158
39632966413976725,0.0,0.95,0.05,0.0,0.14319847855797813
39632991248450833,0.0,0.98,0.02,0.0,0.07072027127091034
39632976383839256,0.0,0.16,0.84,0.0,0.3171547773202831
39632956368617899,0.0,0.98,0.02,0.0,0.07072027127091034
39632961405978456,0.0,0.45,0.55,0.0,0.49638722699390414
39632961405978341,0.0,0.08,0.92,0.0,0.2010895951011364
39632961405978198,0.0,0.3,0.7,0.0,0.44064544961534635
39632966430755942,0.0,0.05,0.95,0.0,0.14319847855797813
39632986324339199,0.0,0.64,0.36,0.0,0.4713415946277461
39632966430755910,0.0,0.01,0.74,0.25,0.44394832588281036
39632976383839369,0.0,0.93,0.07,0.0,0.18296182545011158
39632966430755796,0.0,0.45,0.55,0.0,0.49638722699390414
39632976383839010,0.0,0.82,0.18,0.0,0.34003852286413994
39632956364426725,0.02,0.96,0.02,0.0,0.14114609454120738
39632976383839377,0.0,0.46,0.54,0.0,0.49768921941011285
39632971409394711,0.0,0.36,0.64,0.0,0.4713415946277461
39632966413976655,0.0,0.63,0.37,0.0,0.47533604634353294
39632956364426779,0.0,0.47,0.53,0.0,0.4987007942838698
39632956406369148,0.0,0.55,0.45,0.0,0.49638722699390414
39632956406369945,0.0,0.26,0.74,0.0,0.4133731862463089
39632956368617912,0.0,0.72,0.28,0.0,0.4277254052800653
39632946293901640,0.0,0.17,0.83,0.0,0.32885238937210975
39632961414367217,0.0,0.58,0.42,0.0,0.49072694751682683
39632966413977749,0.0,0.95,0.05,0.0,0.14319847855797813
39632976383840005,0.0,0.01,0.93,0.06,0.20367037270049304
39632976383839995,0.0,1.0,0.0,0.0,-0.0
39632976388033136,0.0,0.01,0.94,0.05,0.1832231322266888
39632991235866849,0.0,0.68,0.32,0.0,0.45219072886224687
39632946281316441,0.0,1.0,0.0,0.0,-0.0
39632981375061886,0.0,0.0,1.0,0.0,-0.0
