TARGETID,p_void,p_sheet,p_filament,p_knot,H
39633336192208355,0.0,0.48,0.52,0.0,0.4994227679976009
39633318974588952,0.0,0.21,0.79,0.0,0.37074136996563684
39633308413329892,0.0,0.17,0.83,0.0,0.32885238937210975
39633315510095572,0.0,0.92,0.08,0.0,0.2010895951011364
39633311965909891,0.0,0.88,0.12,0.0,0.2646804326436822
39633308413329830,0.0,0.0,0.98,0.02,0.07072027127091034
39633339585400182,0.0,0.24,0.76,0.0,0.39752013969226113
39633304848173198,0.0,0.05,0.95,0.0,0.14319847855797813
39633304848171266,0.02,0.98,0.0,0.0,0.07072027127091034
39633325924548773,0.0,0.0,0.99,0.01,0.04039656794795559
39633308430107761,0.0,1.0,0.0,0.0,-0.0
39633308430107565,0.0,0.13,0.87,0.0,0.2787190925139945
39633308413329434,0.0,0.03,0.95,0.02,0.1674722434193448
39633339585399847,0.0,0.95,0.05,0.0,0.14319847855797813
39633336200596762,0.0,0.0,0.99,0.01,0.04039656794795559
39633308413329909,0.0,0.0,1.0,0.0,-0.0
39633311940739328,0.0,0.94,0.06,0.0,0.16372245957723813
39633311970099404,0.0,0.16,0.84,0.0,0.3171547773202831
39633318982976571,0.0,0.45,0.55,0.0,0.49638722699390414
39633319003947524,0.0,0.06,0.94,0.0,0.16372245957723813
39633308413330097,0.01,0.97,0.02,0.0,0.11097036642660543
39633329410018502,0.0,0.04,0.96,0.0,0.12114609454120741
39633318982976702,0.0,0.02,0.98,0.0,0.07072027127091034
39633329393240405,0.0,0.7,0.3,0.0,0.44064544961534635
39633329393240581,0.0,0.27,0.73,0.0,0.42073231810408784
39633308430107967,0.0,0.4,0.6,0.0,0.4854752972273343
39633308413330037,0.0,0.73,0.27,0.0,0.42073231810408784
39633311970100091,0.0,0.88,0.12,0.0,0.2646804326436822
39633339585400234,0.0,0.16,0.84,0.0,0.3171547773202831
39633339585400229,0.0,0.33,0.67,0.0,0.4574631863898637
39633311970099539,0.0,0.04,0.92,0.04,0.24108959510113642
39633311970099426,0.0,0.66,0.34,0.0,0.46240935248651505
39633308413330045,0.0,0.54,0.46,0.0,0.49768921941011285
39633318982975716,0.0,0.0,0.89,0.11,0.249957979082264
39633329397432893,0.0,0.15,0.85,0.0,0.3049201523582002
39633329397436090,0.0,1.0,0.0,0.0,-0.0
39633308396554573,0.0,0.99,0.01,0.0,0.04039656794795559
39633325953911501,0.0,0.66,0.34,0.0,0.46240935248651505
39633325953911592,0.0,0.59,0.41,0.0,0.488250234378912
39633329397436076,0.0,1.0,0.0,0.0,-0.0
39633322489414697,0.0,0.88,0.12,0.0,0.2646804326436822
39633304852369616,0.01,0.98,0.01,0.0,0.08072027127091033
39633329397436037,0.0,0.79,0.21,0.0,0.37074136996563684
39633319003951537,0.0,0.39,0.61,0.0,0.4823997742525436
39633315510092342,0.0,0.11,0.89,0.0,0.249957979082264
39633329397435226,0.0,0.98,0.02,0.0,0.07072027127091034
39633315510092347,0.0,0.11,0.89,0.0,0.249957979082264
39633315505899671,0.0,0.36,0.64,0.0,0.4713415946277461
39633304852369195,0.0,0.0,1.0,0.0,-0.0
39633329397435995,0.0,0.71,0.29,0.0,0.43436062316970225
39633301245267014,0.0,0.77,0.23,0.0,0.38900565177326885
39633304823008173,0.0,0.04,0.96,0.0,0.12114609454120741
39633319003950018,0.0,0.89,0.11,0.0,0.249957979082264
39633325945520596,0.0,0.57,0.43,0.0,0.4929075185894599
39633319003950295,0.0,0.73,0.27,0.0,0.42073231810408784
39633319003949881,0.0,0.49,0.51,0.0,0.49985572087640495
39633329401630480,0.0,0.05,0.95,0.0,0.14319847855797813
39633315489120840,0.0,0.73,0.27,0.0,0.42073231810408784
39633301249459080,0.0,0.27,0.73,0.0,0.42073231810408784
39633311978491859,0.0,0.41,0.59,0.0,0.488250234378912
39633329401627953,0.0,0.37,0.63,0.0,0.47533604634353294
39633304823007963,0.0,0.61,0.39,0.0,0.4823997742525436
39633301249458264,0.0,0.55,0.45,0.0,0.49638722699390414
39633304823008166,0.0,0.57,0.43,0.0,0.4929075185894599
39633325945521746,0.0,0.07,0.93,0.0,0.18296182545011158
39633304852369618,0.0,0.06,0.94,0.0,0.16372245957723813
39633332828375495,0.0,0.68,0.32,0.0,0.45219072886224687
39633301245266904,0.0,0.59,0.41,0.0,0.488250234378912
39633318978782480,0.0,0.07,0.93,0.0,0.18296182545011158
39633329397434079,0.0,0.38,0.62,0.0,0.47902101111314976
39633325941328945,0.0,0.0,1.0,0.0,-0.0
39633318978782413,0.0,0.8,0.2,0.0,0.36096404744368116
39633332819988394,0.0,0.06,0.94,0.0,0.16372245957723813
39633332824179801,0.0,0.97,0.03,0.0,0.0971959289157881
39633332824179847,0.0,0.06,0.94,0.0,0.16372245957723813
39633308413332849,0.0,0.99,0.01,0.0,0.04039656794795559
39633319008144181,0.0,0.32,0.68,0.0,0.45219072886224687
39633322476832322,0.0,0.49,0.51,0.0,0.49985572087640495
39633315472343894,0.0,0.4,0.6,0.0,0.4854752972273343
39633339593787495,0.0,0.1,0.9,0.0,0.2344977967946406
39633332828374809,0.0,0.48,0.52,0.0,0.4994227679976009
39633315472343807,0.0,0.51,0.49,0.0,0.49985572087640495
39633301245266901,0.0,1.0,0.0,0.0,-0.0
39633332815791459,0.0,0.0,1.0,0.0,-0.0
39633315505898830,0.0,0.93,0.07,0.0,0.18296182545011158
39633301245266309,0.0,0.24,0.76,0.0,0.39752013969226113
39633301245266206,0.03,0.97,0.0,0.0,0.0971959289157881
39633301245266172,0.0,0.57,0.43,0.0,0.4929075185894599
39633329397435111,0.0,0.08,0.92,0.0,0.2010895951011364
39633325941329370,0.34,0.66,0.0,0.0,0.46240935248651505
39633301241073989,0.0,1.0,0.0,0.0,-0.0
39633308413333395,0.0,0.03,0.97,0.0,0.0971959289157881
39633342940840399,0.0,0.87,0.13,0.0,0.2787190925139945
39633301241070914,0.0,0.26,0.74,0.0,0.4133731862463089
39633318978782643,0.0,0.02,0.98,0.0,0.07072027127091034
39633301241070673,0.0,0.53,0.47,0.0,0.4987007942838698
39633301241070666,0.0,0.05,0.95,0.0,0.14319847855797813
39633332815792414,0.0,0.01,0.99,0.0,0.04039656794795559
39633315505898838,0.0,0.02,0.97,0.01,0.11097036642660543
39633308413333375,0.0,0.01,0.99,0.0,0.04039656794795559
39633311965907440,0.0,0.0,0.88,0.12,0.2646804326436822
39633311970099398,0.0,0.09,0.91,0.0,0.21823490853205144
39633325945520563,0.0,0.0,0.91,0.09,0.21823490853205144
39633325937132729,0.0,0.24,0.76,0.0,0.39752013969226113
39633325928746084,0.0,0.65,0.35,0.0,0.4670340276877455
39633304839785860,0.0,0.11,0.89,0.0,0.249957979082264
39633329380658696,0.0,0.66,0.34,0.0,0.46240935248651505
39633336225762298,0.0,0.9,0.1,0.0,0.2344977967946406
39633311961714574,0.0,0.0,0.83,0.17,0.32885238937210975
39633332799015277,0.0,0.98,0.02,0.0,0.07072027127091034
39633329384849529,0.0,0.22,0.78,0.0,0.38008375148098283
39633311940739362,0.0,0.84,0.16,0.0,0.3171547773202831
39633311940739456,0.0,0.67,0.33,0.0,0.4574631863898637
39633311940739476,0.0,0.96,0.04,0.0,0.12114609454120741
39633311940739521,0.0,0.25,0.75,0.0,0.4056390622295664
39633332799015996,0.0,0.66,0.34,0.0,0.46240935248651505
39633315472346876,0.0,0.99,0.01,0.0,0.04039656794795559
39633329384851147,0.0,0.0,0.95,0.05,0.14319847855797813
39633336225760756,0.0,0.26,0.74,0.0,0.4133731862463089
39633308404941098,0.0,0.76,0.24,0.0,0.39752013969226113
39633304835590414,0.0,0.02,0.98,0.0,0.07072027127091034
39633304835590407,0.0,0.12,0.88,0.0,0.2646804326436822
39633325928744008,0.03,0.97,0.0,0.0,0.0971959289157881
39633304835590282,0.0,0.68,0.32,0.0,0.45219072886224687
39633308404941667,0.0,0.23,0.77,0.0,0.38900565177326885
39633308409136750,0.0,0.58,0.42,0.0,0.49072694751682683
39633336213178288,0.0,0.51,0.49,0.0,0.49985572087640495
39633336213178616,0.0,0.44,0.56,0.0,0.4947937606110278
39633304831397415,0.0,0.0,0.98,0.02,0.07072027127091034
39633304831397384,0.0,0.94,0.06,0.0,0.16372245957723813
39633325928744701,0.0,0.53,0.47,0.0,0.4987007942838698
39633304831396278,0.0,0.05,0.95,0.0,0.14319847855797813
39633304839783392,0.0,0.74,0.26,0.0,0.4133731862463089
39633304827201766,0.0,0.67,0.33,0.0,0.4574631863898637
39633311961713932,0.0,0.0,0.48,0.52,0.4994227679976009
39633336217374319,0.0,0.7,0.3,0.0,0.44064544961534635
39633304835590435,0.0,0.01,0.99,0.0,0.04039656794795559
39633325932939039,0.0,0.0,1.0,0.0,-0.0
39633319016530598,0.0,0.56,0.44,0.0,0.4947937606110278
39633315472347008,0.0,0.05,0.95,0.0,0.14319847855797813
39633315484926283,0.0,0.88,0.12,0.0,0.2646804326436822
39633315472347079,0.0,0.58,0.42,0.0,0.49072694751682683
39633319016530705,0.0,0.21,0.79,0.0,0.37074136996563684
39633329384851110,0.0,0.01,0.98,0.01,0.08072027127091033
39633315501703624,0.0,0.98,0.02,0.0,0.07072027127091034
39633311944936908,0.0,0.79,0.21,0.0,0.37074136996563684
39633325924551807,0.08,0.92,0.0,0.0,0.2010895951011364
39633304852369573,0.0,0.61,0.39,0.0,0.4823997742525436
39633339585397480,0.0,0.65,0.35,0.0,0.4670340276877455
39633329372269398,0.0,0.01,0.99,0.0,0.04039656794795559
39633329372269335,0.0,0.04,0.96,0.0,0.12114609454120741
39633304839785065,0.0,0.02,0.95,0.03,0.1674722434193448
39633315501703571,0.0,0.09,0.91,0.0,0.21823490853205144
39633311936548430,0.0,0.93,0.07,0.0,0.18296182545011158
39633325928745002,0.0,0.49,0.51,0.0,0.49985572087640495
39633336217371699,0.0,0.07,0.93,0.0,0.18296182545011158
39633308425916171,0.0,0.67,0.33,0.0,0.4574631863898637
39633336217372171,0.0,0.25,0.75,0.0,0.4056390622295664
39633336217372204,0.0,0.81,0.19,0.0,0.3507357299419487
39633336213178487,0.0,0.79,0.21,0.0,0.37074136996563684
39633336217370781,0.0,0.91,0.09,0.0,0.21823490853205144
39633332819987921,0.0,1.0,0.0,0.0,-0.0
39633332819987667,0.0,0.69,0.31,0.0,0.4465867291889284
39633322464251029,0.0,0.8,0.2,0.0,0.36096404744368116
39633332824179518,0.0,0.37,0.63,0.0,0.47533604634353294
39633332824178767,0.0,0.97,0.03,0.0,0.0971959289157881
39633332819987521,0.0,0.01,0.98,0.01,0.08072027127091033
39633318999755284,0.0,0.01,0.98,0.01,0.08072027127091033
39633336221565210,0.0,0.88,0.12,0.0,0.2646804326436822
39633318978782653,0.0,0.58,0.42,0.0,0.49072694751682683
39633318978782747,0.0,0.03,0.94,0.03,0.19372245957723813
39633336221565117,0.0,0.3,0.7,0.0,0.44064544961534635
39633336217372640,0.0,0.46,0.54,0.0,0.49768921941011285
39633308417527329,0.0,0.15,0.85,0.0,0.3049201523582002
39633325932937293,0.0,0.26,0.74,0.0,0.4133731862463089
39633332819988030,0.0,0.65,0.35,0.0,0.4670340276877455
39633319003949843,0.0,0.14,0.86,0.0,0.292119405821428
39633325932937437,0.0,0.72,0.28,0.0,0.4277254052800653
39633336217373686,0.0,0.91,0.09,0.0,0.21823490853205144
39633332819987875,0.0,0.97,0.03,0.0,0.0971959289157881
39633319003949583,0.0,0.95,0.05,0.0,0.14319847855797813
39633336217374039,0.0,0.07,0.93,0.0,0.18296182545011158
39633325928746690,0.0,0.23,0.77,0.0,0.38900565177326885
39633336217372575,0.0,0.0,0.85,0.15,0.3049201523582002
39633325932938436,0.0,0.55,0.45,0.0,0.49638722699390414
39633336221565045,0.0,0.43,0.57,0.0,0.4929075185894599
39633319003948805,0.0,0.89,0.11,0.0,0.249957979082264
39633336217372303,0.0,0.83,0.17,0.0,0.32885238937210975
39633336217372431,0.0,0.4,0.6,0.0,0.4854752972273343
39633336217372467,0.0,0.54,0.46,0.0,0.49768921941011285
39633325928745869,0.0,0.1,0.9,0.0,0.2344977967946406
39633325928745915,0.0,0.18,0.82,0.0,0.34003852286413994
39633325932938403,0.0,0.61,0.39,0.0,0.4823997742525436
39633308417527428,0.0,0.02,0.97,0.01,0.11097036642660543
39633336217372456,0.0,0.07,0.93,0.0,0.18296182545011158
39633336208982262,0.0,0.09,0.91,0.0,0.21823490853205144
39633332824180357,0.0,0.42,0.58,0.0,0.49072694751682683
39633318974587057,0.0,0.03,0.97,0.0,0.0971959289157881
39633325924552117,0.0,0.83,0.17,0.0,0.32885238937210975
39633325924552172,0.0,0.65,0.35,0.0,0.4670340276877455
39633336208984281,0.0,1.0,0.0,0.0,-0.0
39633308421719624,0.0,0.04,0.96,0.0,0.12114609454120741
39633336196401475,0.0,0.97,0.03,0.0,0.0971959289157881
39633318974588509,0.0,0.17,0.83,0.0,0.32885238937210975
39633318974587117,0.01,0.98,0.01,0.0,0.08072027127091033
39633325924552283,0.0,0.6,0.4,0.0,0.4854752972273343
39633325924552438,0.0,0.98,0.02,0.0,0.07072027127091034
39633325924552445,0.0,0.05,0.95,0.0,0.14319847855797813
39633322472637091,0.0,0.04,0.96,0.0,0.12114609454120741
39633336196400045,0.0,1.0,0.0,0.0,-0.0
39633308421719917,0.0,0.25,0.75,0.0,0.4056390622295664
39633308430106843,0.01,0.95,0.04,0.0,0.16124668093016215
39633336196399545,0.0,0.07,0.93,0.0,0.18296182545011158
39633318999756519,0.09,0.91,0.0,0.0,0.21823490853205144
39633325924552261,0.0,0.0,0.98,0.02,0.07072027127091034
39633336196399448,0.0,0.3,0.7,0.0,0.44064544961534635
39633336196402837,0.0,1.0,0.0,0.0,-0.0
39633336208982225,0.0,0.99,0.01,0.0,0.04039656794795559
39633336208982181,0.0,0.15,0.85,0.0,0.3049201523582002
39633336204791421,0.0,1.0,0.0,0.0,-0.0
39633336204790373,0.0,0.21,0.79,0.0,0.37074136996563684
39633336204790293,0.0,0.01,0.92,0.07,0.22283217282912027
39633325924550894,0.0,0.17,0.83,0.0,0.32885238937210975
39633336208982381,0.0,0.19,0.81,0.0,0.3507357299419487
39633336208982605,0.0,0.48,0.52,0.0,0.4994227679976009
39633336208982673,0.0,0.98,0.02,0.0,0.07072027127091034
39633318974587311,0.0,0.77,0.23,0.0,0.38900565177326885
39633336200595009,0.0,0.94,0.06,0.0,0.16372245957723813
39633336200594985,0.0,0.7,0.3,0.0,0.44064544961534635
39633336208983371,0.0,0.68,0.32,0.0,0.45219072886224687
39633318974588246,0.0,0.83,0.17,0.0,0.32885238937210975
39633318974587264,0.0,0.07,0.93,0.0,0.18296182545011158
39633336208983425,0.0,0.79,0.21,0.0,0.37074136996563684
39633322468445885,0.0,0.3,0.7,0.0,0.44064544961534635
39633336208984399,0.0,0.84,0.16,0.0,0.3171547773202831
39633325924552638,0.0,0.6,0.4,0.0,0.4854752972273343
39633336213177674,0.0,0.56,0.44,0.0,0.4947937606110278
39633332828376013,0.0,0.93,0.07,0.0,0.18296182545011158
39633319003948203,0.0,0.92,0.08,0.0,0.2010895951011364
39633332828375462,0.0,0.01,0.98,0.01,0.08072027127091033
39633322497805538,0.0,0.26,0.74,0.0,0.4133731862463089
39633336213177716,0.0,0.51,0.49,0.0,0.49985572087640495
39633332828374441,0.0,0.28,0.72,0.0,0.4277254052800653
39633322501996806,0.0,0.32,0.68,0.0,0.45219072886224687
39633332824181013,0.0,0.52,0.48,0.0,0.4994227679976009
39633332824180848,0.0,0.93,0.07,0.0,0.18296182545011158
39633332824180795,0.01,0.99,0.0,0.0,0.04039656794795559
39633332824180701,0.0,0.37,0.63,0.0,0.47533604634353294
39633318999755429,0.0,0.23,0.77,0.0,0.38900565177326885
39633332824180623,0.0,0.97,0.03,0.0,0.0971959289157881
39633332824180474,0.0,0.51,0.49,0.0,0.49985572087640495
39633332824180971,0.0,0.27,0.73,0.0,0.42073231810408784
39633319003948115,0.0,0.68,0.32,0.0,0.45219072886224687
39633336213177500,0.0,0.87,0.13,0.0,0.2787190925139945
39633318974589939,0.0,1.0,0.0,0.0,-0.0
39633336208984458,0.0,0.25,0.75,0.0,0.4056390622295664
39633336208984589,0.0,0.65,0.35,0.0,0.4670340276877455
39633325924552701,0.0,0.18,0.82,0.0,0.34003852286413994
39633336208984860,0.0,0.2,0.8,0.0,0.36096404744368116
39633336208985332,0.0,0.38,0.62,0.0,0.47902101111314976
39633325928742970,0.0,0.44,0.56,0.0,0.4947937606110278
39633336208985402,0.0,0.56,0.44,0.0,0.4947937606110278
39633336213176344,0.0,0.71,0.29,0.0,0.43436062316970225
39633336192207976,0.0,0.75,0.25,0.0,0.4056390622295664
39633336213176516,0.0,1.0,0.0,0.0,-0.0
39633336213177241,0.0,0.02,0.98,0.0,0.07072027127091034
39633308430108088,0.0,1.0,0.0,0.0,-0.0
39633308421719443,0.0,0.26,0.74,0.0,0.4133731862463089
39633318974589765,0.0,0.88,0.12,0.0,0.2646804326436822
39633336213177291,0.0,0.25,0.75,0.0,0.4056390622295664
39633336213177384,0.0,0.23,0.77,0.0,0.38900565177326885
39633308430108133,0.0,0.79,0.21,0.0,0.37074136996563684
39633318974589904,0.0,0.55,0.45,0.0,0.49638722699390414
39633332824182047,0.0,0.8,0.2,0.0,0.36096404744368116
39633304839785290,0.0,0.37,0.63,0.0,0.47533604634353294
39633332819986993,0.0,0.1,0.9,0.0,0.2344977967946406
39633332799016535,0.0,0.42,0.58,0.0,0.49072694751682683
39633332799016397,0.0,0.03,0.97,0.0,0.0971959289157881
39633319016531339,0.0,0.46,0.54,0.0,0.49768921941011285
39633319016531672,0.0,0.12,0.88,0.0,0.2646804326436822
39633308409137932,0.0,0.17,0.83,0.0,0.32885238937210975
39633319016531693,0.0,0.2,0.8,0.0,0.36096404744368116
39633308400748959,0.0,0.24,0.76,0.0,0.39752013969226113
39633319016531827,0.0,0.0,0.97,0.03,0.0971959289157881
39633319016532036,0.0,1.0,0.0,0.0,-0.0
39633308409137638,0.0,0.99,0.01,0.0,0.04039656794795559
39633308409137587,0.0,0.75,0.25,0.0,0.4056390622295664
39633308409137522,0.0,0.94,0.06,0.0,0.16372245957723813
39633304843977423,0.0,0.38,0.62,0.0,0.47902101111314976
39633304843977396,0.0,0.36,0.64,0.0,0.4713415946277461
39633308409137353,0.0,0.68,0.32,0.0,0.45219072886224687
39633304843977174,0.0,0.05,0.95,0.0,0.14319847855797813
39633308409137222,0.0,0.04,0.96,0.0,0.12114609454120741
39633308409137150,0.0,0.23,0.77,0.0,0.38900565177326885
39633308409137124,0.0,0.71,0.29,0.0,0.43436062316970225
39633304843977107,0.0,0.1,0.9,0.0,0.2344977967946406
39633308409136846,0.0,0.2,0.8,0.0,0.36096404744368116
39633304843977045,0.0,0.65,0.35,0.0,0.4670340276877455
39633332803207331,0.0,0.43,0.57,0.0,0.4929075185894599
39633332803207394,0.0,0.47,0.53,0.0,0.4987007942838698
39633308409139152,0.0,0.1,0.9,0.0,0.2344977967946406
39633304843979209,0.0,0.02,0.98,0.0,0.07072027127091034
39633308409138971,0.0,0.14,0.86,0.0,0.292119405821428
39633308409138934,0.0,0.39,0.61,0.0,0.4823997742525436
39633308409138787,0.0,0.07,0.93,0.0,0.18296182545011158
39633308409138633,0.0,0.15,0.85,0.0,0.3049201523582002
39633308409138620,0.0,0.17,0.83,0.0,0.32885238937210975
39633308409138558,0.0,0.63,0.37,0.0,0.47533604634353294
39633308409138546,0.0,0.06,0.94,0.0,0.16372245957723813
39633308409138500,0.0,0.9,0.1,0.0,0.2344977967946406
39633311940742694,0.0,0.85,0.15,0.0,0.3049201523582002
39633308400748070,0.0,0.03,0.95,0.02,0.1674722434193448
39633318982977513,0.0,0.32,0.68,0.0,0.45219072886224687
39633319016530794,0.0,0.13,0.87,0.0,0.2787190925139945
39633304827199777,0.0,0.6,0.4,0.0,0.4854752972273343
39633308409138178,0.0,0.45,0.55,0.0,0.49638722699390414
39633311949127724,0.0,0.07,0.93,0.0,0.18296182545011158
39633308409138280,0.0,0.19,0.81,0.0,0.3507357299419487
39633308409138299,0.0,0.2,0.8,0.0,0.36096404744368116
39633308409138175,0.0,0.97,0.03,0.0,0.0971959289157881
39633308413329538,0.0,0.74,0.26,0.0,0.4133731862463089
39633319016532290,0.0,0.73,0.27,0.0,0.42073231810408784
39633304839785827,0.0,0.21,0.79,0.0,0.37074136996563684
39633304839785670,0.0,0.17,0.83,0.0,0.32885238937210975
39633304839785539,0.0,0.3,0.7,0.0,0.44064544961534635
39633304839785528,0.0,0.81,0.19,0.0,0.3507357299419487
39633304839783751,0.0,0.55,0.45,0.0,0.49638722699390414
39633304839783757,0.0,0.15,0.85,0.0,0.3049201523582002
39633304839785484,0.0,0.67,0.33,0.0,0.4574631863898637
39633304839784531,0.0,0.31,0.69,0.0,0.4465867291889284
39633304839785934,0.0,0.12,0.88,0.0,0.2646804326436822
39633304839784644,0.0,0.26,0.74,0.0,0.4133731862463089
39633308404944118,0.0,0.87,0.13,0.0,0.2787190925139945
39633304839785112,0.0,0.71,0.29,0.0,0.43436062316970225
39633304839785255,0.0,0.97,0.03,0.0,0.0971959289157881
39633304839785402,0.0,0.02,0.98,0.0,0.07072027127091034
39633304839785356,0.0,0.99,0.01,0.0,0.04039656794795559
39633304839785276,0.0,0.98,0.02,0.0,0.07072027127091034
39633308404944159,0.0,0.02,0.97,0.01,0.11097036642660543
39633308404944229,0.0,0.4,0.6,0.0,0.4854752972273343
39633304839783638,0.0,0.17,0.83,0.0,0.32885238937210975
39633304839786144,0.0,0.69,0.31,0.0,0.4465867291889284
39633304839783490,0.0,0.6,0.4,0.0,0.4854752972273343
39633308400750238,0.0,0.47,0.53,0.0,0.4987007942838698
39633304835588634,0.0,0.27,0.73,0.0,0.42073231810408784
39633319016532488,0.0,0.17,0.83,0.0,0.32885238937210975
39633319016532726,0.02,0.9,0.08,0.0,0.2705942015390087
39633304835591983,0.0,0.53,0.47,0.0,0.4987007942838698
39633304835592000,0.0,0.29,0.71,0.0,0.43436062316970225
39633304835592225,0.0,0.77,0.23,0.0,0.38900565177326885
39633304839782841,0.0,0.18,0.82,0.0,0.34003852286413994
39633304839783054,0.0,0.05,0.95,0.0,0.14319847855797813
39633308409135659,0.0,0.78,0.22,0.0,0.38008375148098283
39633304839783443,0.0,1.0,0.0,0.0,-0.0
39633308409135832,0.0,0.39,0.61,0.0,0.4823997742525436
39633308409135847,0.0,0.09,0.91,0.0,0.21823490853205144
39633319016532976,0.0,0.15,0.85,0.0,0.3049201523582002
39633304839786391,0.01,0.93,0.06,0.0,0.20367037270049304
39633304839786408,0.0,0.11,0.89,0.0,0.249957979082264
39633304839783439,0.0,0.02,0.98,0.0,0.07072027127091034
39633308404943122,0.0,0.02,0.98,0.0,0.07072027127091034
39633304839783432,0.0,0.36,0.64,0.0,0.4713415946277461
39633304839783289,0.0,0.67,0.33,0.0,0.4574631863898637
39633319016532790,0.0,0.02,0.98,0.0,0.07072027127091034
39633332819987349,0.0,0.26,0.74,0.0,0.4133731862463089
39633304843980457,0.0,0.04,0.96,0.0,0.12114609454120741
39633304848171140,0.0,0.75,0.25,0.0,0.4056390622295664
39633332815790481,0.0,0.68,0.32,0.0,0.45219072886224687
39633318978784484,0.0,0.03,0.97,0.0,0.0971959289157881
39633319008143639,0.0,0.24,0.76,0.0,0.39752013969226113
39633332815790349,0.0,0.0,0.99,0.01,0.04039656794795559
39633318978784543,0.0,0.37,0.63,0.0,0.47533604634353294
39633319008143651,0.0,0.65,0.35,0.0,0.4670340276877455
