TARGETID,r,type,p_void,p_sheet,p_filament,p_knot,H
39627806430202182,-0.3333333333333333,sheet,0.0,0.99,0.01,0.0,0.04039656794795559
39627812457419801,-0.2857142857142857,sheet,0.0,1.0,0.0,0.0,-0.0
39627800398792161,-0.3333333333333333,sheet,0.0,0.96,0.04,0.0,0.12114609454120741
39627794312859850,0.42857142857142855,sheet,0.0,0.78,0.22,0.0,0.38008375148098283
39627788302418782,0.07692307692307693,filament,0.0,0.33,0.67,0.0,0.4574631863898637
39627770166249024,0.4117647058823529,filament,0.0,0.33,0.67,0.0,0.4574631863898637
39627788285643258,0.043478260869565216,sheet,0.0,0.84,0.16,0.0,0.3171547773202831
39627794329636324,-0.14285714285714285,sheet,0.0,0.82,0.18,0.0,0.34003852286413994
39627764160005755,0.23076923076923078,sheet,0.0,0.55,0.45,0.0,0.49638722699390414
39627788277253818,-0.058823529411764705,filament,0.0,0.15,0.85,0.0,0.3049201523582002
39627788277253927,-0.5714285714285714,sheet,0.0,0.94,0.06,0.0,0.16372245957723813
39627770183025478,0.0,filament,0.0,0.1,0.9,0.0,0.2344977967946406
39627770183025252,0.1111111111111111,filament,0.0,0.17,0.83,0.0,0.32885238937210975
39627782250042269,0.16666666666666666,filament,0.0,0.04,0.95,0.01,0.16124668093016215
39627782237458002,0.14285714285714285,filament,0.0,0.01,0.99,0.0,0.04039656794795559
39627782275207505,0.2727272727272727,filament,0.0,0.06,0.93,0.01,0.20367037270049304
39627788281448961,0.8181818181818182,filament,0.0,0.06,0.92,0.02,0.2335407200795017
39627788294032931,0.2727272727272727,filament,0.0,0.02,0.98,0.0,0.07072027127091034
39627770191419046,0.06666666666666667,filament,0.0,0.22,0.78,0.0,0.38008375148098283
39627764143227147,-0.058823529411764705,filament,0.0,0.42,0.58,0.0,0.49072694751682683
39627746015449559,-0.375,sheet,0.0,0.63,0.37,0.0,0.47533604634353294
39627782250041700,-0.05263157894736842,sheet,0.0,0.77,0.23,0.0,0.38900565177326885
39627746007057225,-0.14285714285714285,filament,0.0,0.33,0.67,0.0,0.4574631863898637
39627752051049878,0.2,sheet,0.0,0.82,0.18,0.0,0.34003852286413994
39627758090846813,0.3684210526315789,filament,0.0,0.03,0.97,0.0,0.0971959289157881
39627770166248882,-0.2,sheet,0.0,0.82,0.18,0.0,0.34003852286413994
39627746011252875,-0.29411764705882354,sheet,0.0,0.93,0.07,0.0,0.18296182545011158
39627794325441854,0.0,filament,0.0,0.46,0.54,0.0,0.49768921941011285
39627782275207833,-0.058823529411764705,sheet,0.0,0.72,0.28,0.0,0.4277254052800653
39627746011252756,-0.16666666666666666,sheet,0.0,0.87,0.13,0.0,0.2787190925139945
39627794325442215,0.1111111111111111,filament,0.0,0.44,0.56,0.0,0.4947937606110278
39627776231216299,-0.25,sheet,0.0,0.9,0.1,0.0,0.2344977967946406
39627776197658559,-0.25,sheet,0.0,0.7,0.3,0.0,0.44064544961534635
39627776197658540,-0.25,sheet,0.0,0.92,0.08,0.0,0.2010895951011364
39627764118063035,-0.5714285714285714,sheet,0.0,1.0,0.0,0.0,-0.0
39627752051049099,0.25,filament,0.0,0.03,0.97,0.0,0.0971959289157881
39627794354799072,0.3333333333333333,filament,0.0,0.1,0.9,0.0,0.2344977967946406
39627776210239985,0.25,filament,0.0,0.32,0.68,0.0,0.45219072886224687
39627739967262818,0.75,filament,0.0,0.08,0.91,0.01,0.24088153359695552
39627764143227549,0.5,filament,0.0,0.01,0.99,0.0,0.04039656794795559
39627770199807174,0.07692307692307693,filament,0.0,0.2,0.8,0.0,0.36096404744368116
39627794354800485,-0.3333333333333333,sheet,0.0,0.75,0.25,0.0,0.4056390622295664
39627770199807186,0.5,filament,0.0,0.01,0.99,0.0,0.04039656794795559
39627770199805517,-0.25,filament,0.0,0.41,0.59,0.0,0.488250234378912
39627782250040099,-0.1,sheet,0.0,0.55,0.45,0.0,0.49638722699390414
39627782250040424,0.06666666666666667,filament,0.0,0.46,0.54,0.0,0.49768921941011285
39627776231213736,0.4,filament,0.0,0.12,0.88,0.0,0.2646804326436822
39627788298225539,0.16666666666666666,filament,0.0,0.2,0.8,0.0,0.36096404744368116
39627794350604407,-0.2727272727272727,sheet,0.0,0.83,0.17,0.0,0.32885238937210975
39627764139038060,-0.25,sheet,0.0,0.76,0.24,0.0,0.39752013969226113
39627758099237329,0.3333333333333333,filament,0.0,0.28,0.72,0.0,0.4277254052800653
39627764139038105,0.8,filament,0.0,0.01,0.94,0.05,0.1832231322266888
39627776235406731,0.6666666666666666,filament,0.0,0.0,0.99,0.01,0.04039656794795559
39627800373628971,-0.05263157894736842,filament,0.0,0.26,0.74,0.0,0.4133731862463089
39627758086653535,0.38461538461538464,filament,0.0,0.37,0.63,0.0,0.47533604634353294
39627746032224125,-0.17647058823529413,sheet,0.0,0.94,0.06,0.0,0.16372245957723813
39627782250040963,0.06666666666666667,filament,0.0,0.46,0.54,0.0,0.49768921941011285
39627776231214124,0.2857142857142857,filament,0.0,0.01,0.97,0.02,0.11097036642660543
39627758099236014,0.29411764705882354,filament,0.0,0.34,0.66,0.0,0.46240935248651505
39627788281446762,-0.4117647058823529,sheet,0.0,1.0,0.0,0.0,-0.0
39627776197659975,-0.14285714285714285,sheet,0.0,0.78,0.22,0.0,0.38008375148098283
39627770183027784,0.2857142857142857,filament,0.0,0.03,0.97,0.0,0.0971959289157881
39627758086653837,0.2857142857142857,filament,0.0,0.21,0.79,0.0,0.37074136996563684
39627770183027762,0.4666666666666667,filament,0.0,0.3,0.7,0.0,0.44064544961534635
39627758099236363,0.2857142857142857,filament,0.0,0.44,0.56,0.0,0.4947937606110278
39627800369431342,0.7333333333333333,filament,0.0,0.0,1.0,0.0,-0.0
39627764155814364,-0.09090909090909091,sheet,0.0,0.66,0.34,0.0,0.46240935248651505
39627794346415236,0.18181818181818182,sheet,0.0,0.5,0.5,0.0,0.5
39627746007059633,-0.2,filament,0.0,0.27,0.73,0.0,0.42073231810408784
39627788298224322,0.058823529411764705,filament,0.0,0.19,0.81,0.0,0.3507357299419487
39627800361044304,0.0,sheet,0.0,0.71,0.29,0.0,0.43436062316970225
39627758107625972,0.1111111111111111,sheet,0.0,0.82,0.18,0.0,0.34003852286413994
39627764155814650,-0.058823529411764705,sheet,0.0,0.7,0.3,0.0,0.44064544961534635
39627782250040938,0.75,filament,0.0,0.14,0.86,0.0,0.292119405821428
39627776214436022,0.16666666666666666,filament,0.0,0.32,0.68,0.0,0.45219072886224687
39627770191418886,-0.2,sheet,0.0,0.77,0.23,0.0,0.38900565177326885
39627758099237713,0.42857142857142855,sheet,0.0,0.6,0.4,0.0,0.4854752972273343
39627782245848047,0.0,filament,0.0,0.31,0.69,0.0,0.4465867291889284
39627764122258017,0.38461538461538464,filament,0.0,0.15,0.85,0.0,0.3049201523582002
