TARGETID,r,type,p_void,p_sheet,p_filament,p_knot,H
39628351610030676,0.3333333333333333,sheet,0.0,0.71,0.29,0.0,0.43436062316970225
39628346098714604,0.0,filament,0.0,0.12,0.88,0.0,0.2646804326436822
39628384577260731,0.058823529411764705,filament,0.0,0.23,0.77,0.0,0.38900565177326885
39628384577261230,0.6,filament,0.0,0.0,0.91,0.09,0.21823490853205144
39628368169142799,0.2222222222222222,filament,0.0,0.21,0.79,0.0,0.37074136996563684
39628340549652758,-0.047619047619047616,sheet,0.0,0.7,0.3,0.0,0.44064544961534635
39628384577260687,0.7142857142857143,filament,0.0,0.0,0.97,0.03,0.0971959289157881
39628357167485388,0.5555555555555556,filament,0.0,0.03,0.96,0.01,0.13737165703039006
39628390034050450,-0.14285714285714285,filament,0.0,0.49,0.51,0.0,0.49985572087640495
39628357171677116,-0.42857142857142855,sheet,0.0,0.94,0.06,0.0,0.16372245957723813
39628390034050615,-0.1,sheet,0.0,0.7,0.3,0.0,0.44064544961534635
39628390034050535,0.6,filament,0.0,0.18,0.82,0.0,0.34003852286413994
39628390034050562,-0.23076923076923078,sheet,0.0,0.84,0.16,0.0,0.3171547773202831
39628340541263715,0.5,filament,0.0,0.01,0.99,0.0,0.04039656794795559
39628346081935665,-0.06666666666666667,sheet,0.0,0.85,0.15,0.0,0.3049201523582002
39628384573067178,0.2,filament,0.0,0.23,0.77,0.0,0.38900565177326885
39628362682992528,0.0,filament,0.0,0.43,0.57,0.0,0.4929075185894599
39628379141441895,-0.38461538461538464,sheet,0.0,0.6,0.4,0.0,0.4854752972273343
39628340541263808,0.38461538461538464,filament,0.0,0.18,0.82,0.0,0.34003852286413994
39628340549652772,0.06666666666666667,sheet,0.0,0.55,0.45,0.0,0.49638722699390414
39628373663679548,0.09090909090909091,sheet,0.0,0.74,0.26,0.0,0.4133731862463089
39628379103693774,0.38461538461538464,filament,0.0,0.17,0.83,0.0,0.32885238937210975
39628346102910155,0.17647058823529413,sheet,0.0,0.84,0.16,0.0,0.3171547773202831
39628357159096994,0.05263157894736842,filament,0.0,0.21,0.79,0.0,0.37074136996563684
39628357159095971,-0.043478260869565216,sheet,0.0,0.61,0.39,0.0,0.4823997742525436
39628340549648783,0.15789473684210525,filament,0.0,0.16,0.84,0.0,0.3171547773202831
39628340541263818,-0.3333333333333333,sheet,0.0,1.0,0.0,0.0,-0.0
39628346086131211,0.0,sheet,0.0,0.5,0.5,0.0,0.5
39628346086131185,0.2,filament,0.0,0.04,0.96,0.0,0.12114609454120741
39628346086131155,0.1111111111111111,filament,0.0,0.05,0.95,0.0,0.14319847855797813
39628390050829032,-0.2,filament,0.0,0.43,0.57,0.0,0.4929075185894599
39628362674603643,-0.375,sheet,0.0,0.91,0.09,0.0,0.21823490853205144
39628390050828949,0.2,filament,0.0,0.15,0.85,0.0,0.3049201523582002
39628390050828745,0.6,filament,0.0,0.0,0.99,0.01,0.04039656794795559
39628351618417265,0.17647058823529413,filament,0.0,0.07,0.93,0.0,0.18296182545011158
39628351614226021,0.23076923076923078,filament,0.0,0.35,0.65,0.0,0.4670340276877455
39628346086132160,0.037037037037037035,filament,0.0,0.25,0.75,0.0,0.4056390622295664
39628346077744484,0.25,filament,0.0,0.0,1.0,0.0,-0.0
39628357129733162,0.09090909090909091,filament,0.0,0.27,0.73,0.0,0.42073231810408784
39628368169143478,0.5,filament,0.0,0.0,0.9,0.1,0.2344977967946406
39628373630124867,0.3684210526315789,filament,0.0,0.04,0.96,0.0,0.12114609454120741
39628362653633142,-0.3333333333333333,sheet,0.0,0.66,0.34,0.0,0.46240935248651505
39628357129732908,0.3333333333333333,filament,0.0,0.22,0.78,0.0,0.38008375148098283
39628368169144972,0.2,filament,0.0,0.13,0.87,0.0,0.2787190925139945
39628368169143283,0.6363636363636364,filament,0.0,0.0,1.0,0.0,-0.0
39628368148170120,-0.06666666666666667,sheet,0.0,0.77,0.23,0.0,0.38900565177326885
39628368169144999,-0.09090909090909091,sheet,0.0,0.91,0.09,0.0,0.21823490853205144
39628384589842776,0.375,filament,0.0,0.1,0.9,0.0,0.2344977967946406
39628357129733028,-0.2857142857142857,sheet,0.0,1.0,0.0,0.0,-0.0
39628373630124982,0.2,filament,0.0,0.08,0.92,0.0,0.2010895951011364
39628368169144703,-0.2,sheet,0.0,0.87,0.13,0.0,0.2787190925139945
39628362645242217,-0.06666666666666667,filament,0.0,0.39,0.61,0.0,0.4823997742525436
39628368169143584,0.42857142857142855,filament,0.0,0.15,0.85,0.0,0.3049201523582002
39628368169144640,0.1111111111111111,sheet,0.0,0.57,0.43,0.0,0.4929075185894599
39628384577262203,-0.1111111111111111,sheet,0.0,0.98,0.02,0.0,0.07072027127091034
39628362662021136,0.25,filament,0.0,0.05,0.95,0.0,0.14319847855797813
39628384577259969,-0.4666666666666667,sheet,0.0,0.86,0.14,0.0,0.292119405821428
39628351610030683,-0.2,sheet,0.0,0.65,0.35,0.0,0.4670340276877455
39628379103694737,0.3333333333333333,filament,0.0,0.36,0.64,0.0,0.4713415946277461
39628379128861263,-0.3333333333333333,sheet,0.0,1.0,0.0,0.0,-0.0
39628379103694554,0.25,filament,0.0,0.04,0.96,0.0,0.12114609454120741
39628379103694487,0.17647058823529413,filament,0.0,0.17,0.83,0.0,0.32885238937210975
39628379103694312,0.625,filament,0.0,0.0,0.93,0.07,0.18296182545011158
39628379103694465,0.0,filament,0.0,0.49,0.51,0.0,0.49985572087640495
39628346098716353,0.6842105263157895,filament,0.0,0.06,0.94,0.0,0.16372245957723813
39628351614223701,0.45454545454545453,filament,0.0,0.0,0.84,0.16,0.3171547773202831
39628373642708229,-0.23076923076923078,sheet,0.0,0.75,0.25,0.0,0.4056390622295664
39628384606617914,0.125,filament,0.0,0.28,0.72,0.0,0.4277254052800653
39628368164951288,0.2,filament,0.0,0.02,0.98,0.0,0.07072027127091034
39628351614223495,-0.058823529411764705,sheet,0.0,0.8,0.2,0.0,0.36096404744368116
39628384606617896,-0.2222222222222222,sheet,0.0,0.99,0.01,0.0,0.04039656794795559
39628384606617722,0.0,sheet,0.0,0.82,0.18,0.0,0.34003852286413994
39628368169142401,0.125,sheet,0.0,0.85,0.15,0.0,0.3049201523582002
39628379133052222,-0.05263157894736842,sheet,0.0,0.67,0.33,0.0,0.4574631863898637
39628351614223218,0.7777777777777778,filament,0.0,0.0,0.95,0.05,0.14319847855797813
39628379133052197,0.2857142857142857,filament,0.0,0.02,0.91,0.07,0.2526241113249394
39628379103694208,-0.5,sheet,0.0,0.77,0.23,0.0,0.38900565177326885
39628351610032280,0.6666666666666666,filament,0.0,0.0,1.0,0.0,-0.0
39628351610029915,0.2,sheet,0.0,0.77,0.23,0.0,0.38900565177326885
39628351605834839,0.09090909090909091,filament,0.0,0.37,0.63,0.0,0.47533604634353294
39628346102909798,0.0,filament,0.0,0.22,0.78,0.0,0.38008375148098283
39628379124667244,-0.05263157894736842,sheet,0.0,0.76,0.24,0.0,0.39752013969226113
39628373638515804,-0.16666666666666666,sheet,0.0,0.83,0.17,0.0,0.32885238937210975
39628373638515921,0.3684210526315789,filament,0.0,0.11,0.89,0.0,0.249957979082264
39628379116275308,0.2857142857142857,filament,0.0,0.03,0.97,0.0,0.0971959289157881
