TARGETID,r,type,p_void,p_sheet,p_filament,p_knot,H
39633114175112717,-0.38461538461538464,sheet,0.0,1.0,0.0,0.0,-0.0
39633132034458799,0.6923076923076923,filament,0.0,0.03,0.96,0.01,0.13737165703039006
39633149579232390,-0.2631578947368421,sheet,0.0,0.98,0.02,0.0,0.07072027127091034
39633123121564622,0.0,filament,0.0,0.1,0.9,0.0,0.2344977967946406
39633132034458535,0.2857142857142857,filament,0.0,0.28,0.72,0.0,0.4277254052800653
39633123150924656,0.0,filament,0.0,0.38,0.62,0.0,0.47902101111314976
39633153941308360,0.3333333333333333,filament,0.0,0.24,0.76,0.0,0.39752013969226113
39633123150924579,0.0,filament,0.0,0.29,0.71,0.0,0.43436062316970225
39633153932920237,0.25,filament,0.0,0.06,0.91,0.03,0.2595582210645035
39633136446867177,0.125,filament,0.0,0.36,0.64,0.0,0.4713415946277461
39633153928725689,0.25,sheet,0.0,0.86,0.14,0.0,0.292119405821428
39633127571720760,0.45454545454545453,filament,0.0,0.18,0.82,0.0,0.34003852286413994
39633123125757140,0.058823529411764705,filament,0.0,0.46,0.54,0.0,0.49768921941011285
39633153928725577,0.23076923076923078,filament,0.0,0.21,0.79,0.0,0.37074136996563684
39633123134145328,0.2857142857142857,sheet,0.0,0.5,0.5,0.0,0.5
39633118667214608,0.1,sheet,0.0,0.72,0.28,0.0,0.4277254052800653
39633123134145441,-0.2,sheet,0.0,0.83,0.17,0.0,0.32885238937210975
39633123134145469,-0.375,sheet,0.0,0.72,0.28,0.0,0.4277254052800653
39633140859273753,0.6470588235294118,filament,0.0,0.11,0.89,0.0,0.249957979082264
39633123150922827,-0.16666666666666666,sheet,0.0,0.99,0.01,0.0,0.04039656794795559
39633153932920241,0.6470588235294118,filament,0.0,0.03,0.97,0.0,0.0971959289157881
39633136421701573,-0.2631578947368421,sheet,0.0,0.72,0.28,0.0,0.4277254052800653
39633132026070515,0.037037037037037035,filament,0.0,0.11,0.89,0.0,0.249957979082264
39633123142533895,0.2727272727272727,filament,0.0,0.08,0.91,0.01,0.24088153359695552
39633158265635712,-0.23076923076923078,sheet,0.0,0.73,0.27,0.0,0.42073231810408784
39633158265635737,0.0,sheet,0.0,0.62,0.38,0.0,0.47902101111314976
39633123121564496,0.125,filament,0.0,0.22,0.78,0.0,0.38008375148098283
39633123121564485,-0.23076923076923078,filament,0.0,0.22,0.78,0.0,0.38008375148098283
39633132030264368,0.3333333333333333,filament,0.0,0.26,0.74,0.0,0.4133731862463089
39633132030264260,0.3333333333333333,sheet,0.0,0.64,0.36,0.0,0.4713415946277461
39633153937113882,0.2,sheet,0.0,0.88,0.12,0.0,0.2646804326436822
39633132030264246,0.4117647058823529,filament,0.0,0.14,0.86,0.0,0.292119405821428
39633153937115131,0.23076923076923078,filament,0.0,0.3,0.7,0.0,0.44064544961534635
39633127575913972,0.5294117647058824,filament,0.0,0.11,0.89,0.0,0.249957979082264
39633123121564858,-0.13043478260869565,sheet,0.0,0.96,0.04,0.0,0.12114609454120741
39633145242324636,0.5384615384615384,filament,0.0,0.0,0.99,0.01,0.04039656794795559
39633123150924480,-0.3333333333333333,sheet,0.0,0.94,0.06,0.0,0.16372245957723813
39633149579231941,-0.125,sheet,0.0,0.77,0.23,0.0,0.38900565177326885
39633132026070600,0.14285714285714285,filament,0.0,0.08,0.92,0.0,0.2010895951011364
39633132030266470,0.07692307692307693,sheet,0.0,0.59,0.41,0.0,0.488250234378912
39633132030266231,0.29411764705882354,filament,0.0,0.2,0.8,0.0,0.36096404744368116
39633132026071098,0.2,filament,0.0,0.09,0.91,0.0,0.21823490853205144
39633153924533265,0.3333333333333333,filament,0.0,0.14,0.86,0.0,0.292119405821428
39633127575913249,0.2,filament,0.0,0.07,0.93,0.0,0.18296182545011158
39633149591815805,0.38461538461538464,filament,0.0,0.41,0.59,0.0,0.488250234378912
39633145246518554,-0.23076923076923078,sheet,0.0,0.9,0.1,0.0,0.2344977967946406
39633162560604748,-0.09090909090909091,filament,0.0,0.28,0.72,0.0,0.4277254052800653
39633140859273486,0.0,filament,0.0,0.25,0.75,0.0,0.4056390622295664
39633136421701667,0.4117647058823529,filament,0.0,0.06,0.94,0.0,0.16372245957723813
39633132034459165,0.09090909090909091,sheet,0.0,0.7,0.3,0.0,0.44064544961534635
39633153953890622,0.42857142857142855,filament,0.0,0.04,0.96,0.0,0.12114609454120741
39633153945503204,-0.2,sheet,0.0,0.55,0.45,0.0,0.49638722699390414
39633136446866849,-0.45454545454545453,sheet,0.0,0.73,0.27,0.0,0.42073231810408784
39633149596010846,-0.30434782608695654,sheet,0.0,1.0,0.0,0.0,-0.0
39633132038653362,0.08333333333333333,filament,0.0,0.31,0.69,0.0,0.4465867291889284
39633136421702981,0.5555555555555556,filament,0.0,0.0,0.97,0.03,0.0971959289157881
39633132038653583,-0.2,sheet,0.0,0.76,0.24,0.0,0.39752013969226113
39633153945503076,-0.2,sheet,0.0,0.96,0.04,0.0,0.12114609454120741
39633136421703284,0.5,filament,0.0,0.04,0.95,0.01,0.16124668093016215
39633158278220790,0.2,sheet,0.0,0.61,0.39,0.0,0.4823997742525436
39633136451063484,0.6363636363636364,filament,0.0,0.0,0.99,0.01,0.04039656794795559
39633136455256011,-0.5,sheet,0.0,0.94,0.06,0.0,0.16372245957723813
39633127596884180,0.2,sheet,0.0,0.92,0.08,0.0,0.2010895951011364
39633127584302557,0.5714285714285714,filament,0.0,0.02,0.98,0.0,0.07072027127091034
39633136455254081,0.0,sheet,0.0,0.67,0.33,0.0,0.4574631863898637
39633158278220083,0.2,sheet,0.0,0.66,0.34,0.0,0.46240935248651505
39633123134145304,0.06666666666666667,filament,0.0,0.3,0.7,0.0,0.44064544961534635
39633118654628696,0.07692307692307693,filament,0.0,0.44,0.56,0.0,0.4947937606110278
39633149596010843,0.6,filament,0.0,0.0,1.0,0.0,-0.0
39633153928725693,0.0,filament,0.0,0.4,0.6,0.0,0.4854752972273343
39633132038652381,-0.3,sheet,0.0,0.99,0.01,0.0,0.04039656794795559
39633145217156407,-0.047619047619047616,sheet,0.0,0.85,0.15,0.0,0.3049201523582002
39633127584303548,0.5238095238095238,filament,0.0,0.06,0.94,0.0,0.16372245957723813
39633132009293934,-0.14285714285714285,filament,0.0,0.26,0.74,0.0,0.4133731862463089
39633145212964038,0.0,sheet,0.0,0.93,0.07,0.0,0.18296182545011158
39633132009293750,0.2,filament,0.0,0.01,0.98,0.01,0.08072027127091033
39633132009293700,0.0,filament,0.0,0.41,0.59,0.0,0.488250234378912
39633132026071715,-0.16666666666666666,sheet,0.0,0.91,0.09,0.0,0.21823490853205144
39633123134146315,0.4,filament,0.0,0.11,0.89,0.0,0.249957979082264
39633132009293094,0.23076923076923078,filament,0.0,0.11,0.89,0.0,0.249957979082264
39633132026071793,-0.3333333333333333,sheet,0.0,0.67,0.33,0.0,0.4574631863898637
39633132009293053,-0.4,sheet,0.0,0.69,0.31,0.0,0.4465867291889284
39633149604400331,0.047619047619047616,sheet,0.0,0.56,0.44,0.0,0.4947937606110278
39633132009293042,0.2727272727272727,filament,0.0,0.15,0.85,0.0,0.3049201523582002
39633158248859859,0.058823529411764705,filament,0.0,0.35,0.65,0.0,0.4670340276877455
39633158248859935,0.3333333333333333,filament,0.0,0.04,0.96,0.0,0.12114609454120741
39633132009293027,0.2222222222222222,filament,0.0,0.36,0.64,0.0,0.4713415946277461
39633145221350439,0.25,filament,0.0,0.07,0.93,0.0,0.18296182545011158
39633145212964069,0.2857142857142857,filament,0.0,0.03,0.97,0.0,0.0971959289157881
39633132026071439,-0.25,sheet,0.0,0.69,0.31,0.0,0.4465867291889284
39633132021875797,0.6666666666666666,filament,0.0,0.01,0.95,0.04,0.16124668093016215
39633149604399188,0.0,filament,0.0,0.26,0.74,0.0,0.4133731862463089
39633153937113504,0.23809523809523808,filament,0.0,0.05,0.95,0.0,0.14319847855797813
39633149604400077,0.2857142857142857,filament,0.0,0.17,0.83,0.0,0.32885238937210975
39633127567524429,-0.14285714285714285,sheet,0.0,0.99,0.01,0.0,0.04039656794795559
