TARGETID,r,type,p_void,p_sheet,p_filament,p_knot,H
39633123218033322,0.375,filament,0.0,0.0,1.0,0.0,-0.0
39633140930579098,-0.4666666666666667,sheet,0.0,1.0,0.0,0.0,-0.0
39633123218034107,-0.5,sheet,0.01,0.9,0.09,0.0,0.2579475764741046
39633149650535580,0.7333333333333333,filament,0.0,0.0,1.0,0.0,-0.0
39633123184477391,0.06666666666666667,filament,0.0,0.43,0.57,0.0,0.4929075185894599
39633118734320986,0.7333333333333333,filament,0.0,0.08,0.92,0.0,0.2010895951011364
39633149675701497,-0.3333333333333333,sheet,0.0,0.78,0.22,0.0,0.38008375148098283
39633132097373178,0.8,filament,0.0,0.0,0.73,0.27,0.42073231810408784
39633127659800841,-0.07692307692307693,filament,0.0,0.35,0.65,0.0,0.4670340276877455
39633158341134357,0.2,filament,0.0,0.39,0.61,0.0,0.4823997742525436
39633114238026413,0.2727272727272727,filament,0.0,0.48,0.52,0.0,0.4994227679976009
39633123197063048,0.7142857142857143,filament,0.0,0.18,0.82,0.0,0.34003852286413994
39633140913800667,-0.14285714285714285,sheet,0.0,0.72,0.28,0.0,0.4277254052800653
39633127659800776,0.5,filament,0.0,0.0,1.0,0.0,-0.0
39633149663119756,0.8181818181818182,filament,0.0,0.01,0.97,0.02,0.11097036642660543
39633154000029808,0.3333333333333333,filament,0.0,0.04,0.96,0.0,0.12114609454120741
39633132084791268,0.5,sheet,0.0,0.56,0.44,0.0,0.4947937606110278
39633132084791080,0.6470588235294118,filament,0.0,0.14,0.86,0.0,0.292119405821428
39633149663119932,-0.1111111111111111,filament,0.0,0.47,0.53,0.0,0.4987007942838698
39633114233832676,0.0,sheet,0.0,0.69,0.31,0.0,0.4465867291889284
39633132084791598,-0.6,sheet,0.11,0.89,0.0,0.0,0.249957979082264
39633154000029341,-0.4666666666666667,sheet,0.0,0.79,0.21,0.0,0.37074136996563684
39633123192865970,-0.3333333333333333,sheet,0.0,0.94,0.06,0.0,0.16372245957723813
39633154000028146,0.17647058823529413,filament,0.0,0.2,0.8,0.0,0.36096404744368116
39633158320164821,0.07692307692307693,filament,0.0,0.17,0.83,0.0,0.32885238937210975
39633114233832736,0.4666666666666667,filament,0.0,0.16,0.84,0.0,0.3171547773202831
39633132084790612,-0.6,sheet,0.01,0.83,0.16,0.0,0.3562867308783886
39633127651411937,0.5384615384615384,filament,0.0,0.1,0.9,0.0,0.2344977967946406
39633123184478346,-0.09090909090909091,sheet,0.0,0.84,0.16,0.0,0.3171547773202831
39633114233834021,-0.4117647058823529,filament,0.0,0.37,0.63,0.0,0.47533604634353294
39633132072210159,0.3333333333333333,filament,0.0,0.12,0.88,0.0,0.2646804326436822
39633149642146338,-0.2,filament,0.0,0.42,0.58,0.0,0.49072694751682683
39633114238026060,-0.1111111111111111,filament,0.0,0.47,0.53,0.0,0.4987007942838698
39633123209645596,-0.058823529411764705,filament,0.0,0.23,0.77,0.0,0.38900565177326885
39633149642147681,0.09090909090909091,sheet,0.0,0.72,0.28,0.0,0.4277254052800653
39633132105763192,-0.4117647058823529,sheet,0.0,0.91,0.09,0.0,0.21823490853205144
39633145284265395,0.2,filament,0.0,0.19,0.81,0.0,0.3507357299419487
39633114233833854,0.07692307692307693,sheet,0.0,0.71,0.29,0.0,0.43436062316970225
39633127668190168,0.5384615384615384,filament,0.0,0.03,0.97,0.0,0.0971959289157881
39633123192868449,-0.4117647058823529,sheet,0.0,0.95,0.05,0.0,0.14319847855797813
39633132105763359,0.5555555555555556,filament,0.0,0.03,0.97,0.0,0.0971959289157881
39633154004223515,-0.3333333333333333,sheet,0.0,0.79,0.21,0.0,0.37074136996563684
39633145284267977,0.45454545454545453,filament,0.0,0.05,0.95,0.0,0.14319847855797813
39633127659801241,-0.29411764705882354,sheet,0.0,0.89,0.11,0.0,0.249957979082264
39633149642146393,0.7777777777777778,filament,0.0,0.0,0.84,0.16,0.3171547773202831
39633158332747074,0.4,filament,0.0,0.28,0.72,0.0,0.4277254052800653
39633149675701694,-0.06666666666666667,sheet,0.0,0.75,0.25,0.0,0.4056390622295664
39633127659800640,-0.4666666666666667,sheet,0.0,0.98,0.02,0.0,0.07072027127091034
39633145267488676,-0.1111111111111111,sheet,0.0,0.62,0.38,0.0,0.47902101111314976
39633145267487464,0.1111111111111111,filament,0.0,0.4,0.6,0.0,0.4854752972273343
