TARGETID,p_void,p_sheet,p_filament,p_knot,H
39627794417716240,0.0,1.0,0.0,0.0,-0.0
39627812520332263,0.0,0.91,0.09,0.0,0.21823490853205144
39627794417714379,0.0,0.83,0.17,0.0,0.32885238937210975
39627788382112425,0.0,1.0,0.0,0.0,-0.0
39627812520331482,0.0,1.0,0.0,0.0,-0.0
39627800457513397,0.0,0.96,0.04,0.0,0.12114609454120741
39627788377918519,0.0,0.52,0.48,0.0,0.4994227679976009
39627794388360060,0.0,0.68,0.32,0.0,0.45219072886224687
39627794388360220,0.0,0.45,0.55,0.0,0.49638722699390414
39627782325536238,0.0,0.16,0.84,0.0,0.3171547773202831
39627746082557094,0.0,0.39,0.61,0.0,0.4823997742525436
39627788340172609,0.0,0.85,0.15,0.0,0.3049201523582002
39627752118157672,0.0,0.71,0.29,0.0,0.43436062316970225
39627776285737082,0.0,0.63,0.37,0.0,0.47533604634353294
39627752113969090,0.0,0.92,0.08,0.0,0.2010895951011364
39627782312956657,0.0,0.96,0.04,0.0,0.12114609454120741
39627752122354517,0.0,0.56,0.44,0.0,0.4947937606110278
39627752122354027,0.0,0.39,0.61,0.0,0.4823997742525436
39627764189369788,0.0,0.58,0.42,0.0,0.49072694751682683
39627758141180418,0.0,0.12,0.88,0.0,0.2646804326436822
39627752118163060,0.0,0.15,0.85,0.0,0.3049201523582002
39627782312956036,0.0,0.04,0.95,0.01,0.16124668093016215
39627764185170311,0.0,0.8,0.2,0.0,0.36096404744368116
39627746078366147,0.0,0.99,0.01,0.0,0.04039656794795559
39627770258525667,0.0,0.62,0.38,0.0,0.47902101111314976
39627746074167811,0.0,0.08,0.92,0.0,0.2010895951011364
39627758136985600,0.0,0.02,0.96,0.02,0.14114609454120738
39627800432349944,0.0,0.89,0.11,0.0,0.249957979082264
39627764214531564,0.0,0.05,0.95,0.0,0.14319847855797813
39627782308760075,0.0,0.57,0.43,0.0,0.4929075185894599
39627764214535015,0.0,0.02,0.98,0.0,0.07072027127091034
39627758136984115,0.0,0.22,0.78,0.0,0.38008375148098283
