N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
6569,-3236.941068743492,-1868.8067066370834,324.18652409225155,425.7985520192502,249.9804042134639,66.08484380686347,492.92384402796,40180.14949957516,40141.629191436914,5878.36119232462,[-0.50597241  0.85485267 -0.1149732 ],[0.01028434 0.13926408 0.99020187],[-0.86248835 -0.4998324   0.07925537]
17,-2376.048639058823,-1365.715182882353,296.1918457647059,14.17832761048202,10.519503152481443,20.034930414270928,14.360959453867945,102.61168888979441,93.15499792508878,70.97761482677068,[ 0.38086771 -0.92391609 -0.03631591],[ 0.88804191  0.37645377 -0.26393962],[0.25752932 0.06827603 0.9638553 ]
427,-2275.7889719929744,-1321.6433064238877,223.4303215503513,123.92308229219579,90.93649631237618,37.74879748787763,149.95163249982215,3204.9789980373516,3178.466231892057,1009.6106016090761,[-0.38617518  0.65446098  0.65003812],[ 0.43771982 -0.49029132  0.75366822],[ 0.81195449  0.57558252 -0.0971322 ]
12,-2499.0375215833333,-1503.1784139999997,281.90749691666673,6.705258841602995,7.087406077178573,10.673269576910995,7.802432035736453,47.56644602577138,42.09133505267929,31.375226435704796,[ 0.63656756 -0.70711043  0.30785807],[-0.77056477 -0.59961725  0.21607659],[-0.031807    0.37477193  0.92657127]
21,-2519.773661238095,-1452.7461749999998,319.72351090476195,16.156139825348216,23.639597414177743,8.248713742160032,24.182304856431116,134.651105851729,125.81913775554943,57.70717111855329,[ 0.54726805 -0.26872292  0.79264474],[ 0.6573383  -0.44822527 -0.60580563],[ 0.51807726  0.85257381 -0.0686575 ]
12,-2477.600762166667,-1366.1467126666666,220.86029416666665,7.217937012414356,5.581246082196416,12.521343677254109,6.626406742468001,51.053376950953705,48.15482934285724,28.90426255006577,[-0.17014435 -0.95050662  0.25997707],[-0.96047636  0.21894499  0.17189608],[-0.22030903 -0.22045468 -0.95019138]
4,-3145.355146,-1746.3852205,290.71961075,1.2779925988347811,0.9243834172989093,4.024734122726125,1.4408374716370014,8.6434155424992,8.179463135527564,2.8067110507044903,[ 0.50753579 -0.85838903  0.07467057],[ 0.85469882  0.49058789 -0.16974528],[0.10907501 0.14997265 0.982655  ]
3,-2981.2782079999997,-1718.7816656666666,213.23136266666666,1.4645777253702512,5.367465433470753,2.702753974948555,3.708938936359815,10.713480126773137,9.470461625871328,5.008893392722736,[ 0.91628707 -0.18356584  0.35597977],[-0.35086786  0.06074432  0.93445271],[0.19315735 0.98112879 0.00874812]
2,-2604.626805,-1589.070021,247.83497649999998,0.48204099999998107,2.8646969999999783,0.41004750000000456,1.043738658471284,4.148973699542119,4.148973699542119,2.6863450374185958e-08,[0.98640911 0.16265006 0.02328143],[ 0.00469954 -0.14091746  0.99001019],[ 0.16430784 -0.97645674 -0.13976824]
12,-3123.408895916667,-1710.9534205,335.3006228333334,5.834059709080802,9.587084868664661,5.187978892914719,7.22562589756303,41.0203912632574,37.06880951950926,24.737757305177787,[0.42223333 0.28765167 0.85963686],[-0.90418136  0.20124112  0.37677324],[ 0.06461484  0.93635385 -0.34505999]
7,-3252.2413862857143,-1971.0155932857144,302.07966642857144,8.767854994439327,10.27352836833058,8.949458767584787,11.7467105068233,40.48956727450536,35.71217137635648,27.575794775573762,[-0.7823286   0.61920694  0.06741462],[ 0.04565603 -0.05093403  0.99765788],[-0.62119039 -0.78357417 -0.01157661]
7,-4033.9413464285713,-2257.641102857143,483.0696015714285,7.253781151296288,15.853775694692605,23.4354791860964,8.015702761373605,76.35766334824692,70.18285895179805,34.47333418244599,[-0.91016971 -0.29042653  0.29537018],[-0.39053577  0.83935144 -0.37811502],[0.13810475 0.45950145 0.8773742 ]
2,-2794.6237325,-1583.9845985000002,313.518463,6.3599204999998165,2.102015499999993,1.7911909999999978,4.649183864777115,9.80565379024154,9.80565379024154,1.1920928955078125e-07,[0.39830027 0.69815827 0.59492178],[ 0.02634124 -0.60099722  0.79881692],[-0.91725509  0.30316172  0.25833327]
