N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
589,-1750.1727682122244,-1251.3129059066214,2807.250226565365,258.88540973182495,192.04840110085163,415.6918590454995,519.182789318483,12683.481572857907,12679.344320366803,2078.6519801014983,[-0.85210324  0.38992012 -0.34911655],[0.18774391 0.85037972 0.4915349 ],[-0.48854098 -0.35329397  0.79781645]
16,-1850.4253826875001,-1316.8885545625,2959.5676216875,28.167081542801398,27.957198836825853,29.011643762769985,35.20510958258071,189.21519597481193,161.19453304371117,124.68845044071114,[-0.71337521  0.67871943 -0.17445843],[0.10603018 0.35061947 0.93049642],[-0.69271452 -0.64529523  0.32208798]
10,-2169.7554459,-1563.6242479000002,3580.5328251,23.26256454647323,21.665552882935046,27.77698507402874,21.32932720764545,124.46185672804356,106.09669336247325,94.31234115138574,[-0.67413607 -0.69826468  0.24076334],[-0.46795509  0.65597928  0.59220707],[-0.57145305  0.28656171 -0.76897581]
5,-2030.3532106000002,-1417.4224092,3237.0761892,14.426959933076997,15.256863971958504,12.16573705782831,11.696845052298256,53.7632190595515,47.67695277059246,26.93634615463075,[-0.6205057  -0.69758418 -0.35825827],[-0.47200173 -0.03260368  0.88099454],[ 0.62624839 -0.71576065  0.30903017]
6,-2181.4607298333335,-1493.1620391666665,3449.097842333333,10.798347918861946,21.800212122259836,29.13127871657553,29.537070677412114,89.6319673975756,83.60964078705149,47.5537378139891,[ 0.97194014 -0.23098468 -0.04447959],[0.21995585 0.82541611 0.51991122],[ 0.08337735  0.51510613 -0.85306148]
12,-2065.4147820000003,-1549.03743775,3311.6811897499997,28.050060167342078,38.35758157264258,22.713323550026438,23.46081756225336,176.05966067009123,166.33020127979975,88.95718169609842,[-0.71523709 -0.20781522 -0.66726961],[-0.45694441 -0.58336923  0.67147759],[ 0.52880782 -0.7851708  -0.32228731]
