N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
6419,-1082.9178402819753,-2411.2503300934723,2502.537791806356,161.58577800118258,343.22643118180076,357.67267443341814,516.7747293115737,41593.140882188956,41575.66731090988,5604.367099371366,[-0.84756864  0.5155563   0.12581377],[0.43810835 0.54597377 0.71412444],[-0.29948034 -0.66038954  0.68861976]
2,-735.726127,-1789.019496,1823.385561,1.2192320000000336,5.797525000000064,1.3397489999999834,5.158077405787935,8.58984868067544,8.589848680675438,,[0.02457302 0.22017944 0.97514983],[ 0.97964627 -0.1955774   0.04519595],[-0.20073164 -0.95449161  0.22057329]
4,-1014.7101385,-2387.12810025,2551.3938495,7.076200445756373,9.80819644110137,3.6879914942261762,7.020254107583634,25.221411545663038,25.189344642324368,2.8938223221938757,[-0.09085067  0.28415332  0.9544648 ],[ 0.8245096   0.55897411 -0.08793106],[-0.55850701  0.77897679 -0.28507031]
91,-713.3486506593406,-1589.4061635604392,1633.983758769231,28.703055208948776,37.35488869521646,51.54005274470594,56.13314715228302,627.4927979940832,597.8153774822713,369.09923544262216,[0.66575388 0.59251388 0.4535406 ],[ 0.73151306 -0.63815831 -0.24008877],[ 0.14717478  0.4916109  -0.85828801]
4,-979.9903927500001,-2397.6574755,2409.18393775,3.853494071405544,6.590984749343176,5.504372005025554,7.303915442472351,18.603362604206254,16.2989732447333,9.847194145390699,[ 0.65211402 -0.39055052 -0.64978273],[0.73870602 0.52006507 0.42877236],[-0.17047203  0.75960688 -0.62764375]
7,-784.1194357142857,-1913.6247967142858,1930.0851442857143,4.096385782181658,2.7316645918354894,6.9248127685923215,3.6273433811352844,22.096889973324092,21.2086037630325,8.523976602079067,[ 0.78219012  0.410635   -0.46856965],[ 0.40205545 -0.90719727 -0.12387306],[0.47595172 0.0914987  0.87469878]
19,-811.5169322105263,-1854.9005212105262,1832.3512296315791,18.823609804463032,13.175846240330495,16.684036637189614,15.764708967372652,120.85401302673282,111.0261728013749,60.88063288251923,[0.31692913 0.87045217 0.37665494],[-0.66271838 -0.08085613  0.74449086],[ 0.67849855 -0.48556699  0.55123898]
4,-916.6622299999999,-2153.42167825,2266.0757475,0.8078218741898232,1.8950805725933129,0.570769434306648,1.5522874120633594,4.274633531971048,4.028076236758289,1.435125232041791,[-0.12129319  0.26166873  0.95750584],[0.97151652 0.22913183 0.06045049],[-0.20357706  0.93756497 -0.28200763]
5,-1215.3451118,-2720.4974448000003,2696.102977,5.859002365222775,5.6472134987704985,11.79442053598768,8.198116545745409,31.11584185315789,28.05811376676594,17.25744724985665,[ 0.62134149 -0.75474251  0.21047206],[-0.78077788 -0.61893007  0.08550711],[-0.06573164  0.21746104  0.9738532 ]
2,-746.5015814999999,-1778.4493525,1862.84841,5.580269500000043,2.5578614999999445,2.85144600000001,2.123877898725823,9.572126977503876,9.572126977503876,,[0.31653162 0.92497848 0.21029158],[ 0.56594199  0.55052034 -0.61370759],[-0.82444506  0.37790581 -0.42128083]
5,-1170.0355098,-2780.6624557999994,2764.2632896000005,3.1925689845928207,5.55707667213596,6.7307220145527475,3.4669149010815756,20.080119193534866,18.40820124928024,11.031278571638774,[ 0.81738219  0.49237245 -0.2990915 ],[ 0.57234322 -0.63488181  0.51898779],[-0.06564754  0.59539437  0.80074712]
4,-875.5063525,-1842.1771964999998,1946.1809652499999,4.351774911572146,0.9266298564760151,3.092700991037882,1.299872294894588,10.802210195908723,9.740861029822568,4.828972853106072,[-0.07438532 -0.95066501  0.30116914],[-0.4995361   0.29690494  0.81382501],[-0.86309357 -0.08990822 -0.49697686]
3,-1205.5464009999998,-2952.964637333333,3046.912302666667,2.1175886981968417,4.944181423648183,6.005150885775924,1.2217025407486415,13.963267777166001,13.314719153289722,4.206079039421669,[-0.53734751 -0.67685284  0.50311816],[-0.84012417  0.37738583 -0.38957837],[ 0.07381757 -0.6320207  -0.77142777]
2,-830.0169195000001,-1899.115609,1867.0191255,2.8261474999999905,9.173853000000008,0.9198874999999589,7.702216673961402,13.63765973838778,13.637659738387779,,[ 0.95609127 -0.29160673  0.02924021],[0.05257594 0.08358585 0.99511264],[-0.29306906 -0.95132065  0.09539154]
