N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
7144,-2757.6399403898376,-2293.5307481501964,-38.12671229311311,417.4713263916727,344.7264237558063,48.90877773142161,539.5031421191452,45777.55707721288,45763.62858964696,5688.780295997173,[-0.63146495  0.7688407  -0.10067763],[-0.07299786  0.07031828  0.99485007],[-0.7719607 -0.6355622 -0.0117202]
29,-1809.5014321034482,-1485.754448551724,-36.50349034482759,32.26972473321874,32.05865928894996,22.825307574086576,39.56778600059223,254.10317419994303,237.91503979229495,170.44964642901397,[ 0.55113308 -0.50445199  0.66466572],[-0.42911056  0.5118098   0.74425456],[ 0.71562312  0.69539839 -0.06560964]
33,-2976.184144181818,-2499.4426253939396,-121.47501145454545,12.429125280889226,13.002621919458397,19.319828007395447,13.522964438656087,147.73010587784077,132.53195267696697,81.2426306218625,[ 0.2791732  -0.81827198 -0.50248711],[0.96024069 0.23810656 0.14575007],[ 3.82277853e-04 -5.23198081e-01  8.52211020e-01]
17,-2719.162185705882,-2373.7982948235294,-65.562707,4.100801350899059,5.614038281385045,8.127378511833363,4.0279239088781535,41.485828779273575,36.973666182726646,28.30327730407193,[-0.92766892 -0.3543652   0.11771015],[-0.34128085  0.93254934  0.11780962],[ 0.15151815 -0.0691161   0.9860351 ]
5,-2541.7486027999994,-2046.6708119999998,19.0089394,2.327630819810121,1.8826187570462563,5.11450273384878,2.8920302718821733,13.13544446770694,11.605674313817582,6.631062560402496,[ 0.61284    -0.79007398 -0.01449949],[-0.78745081 -0.60906843 -0.0946407 ],[-0.06594198 -0.06941724  0.9954059 ]
5,-2885.9301194000004,-2291.7309906,-69.75229199999998,9.015203634915743,3.5803683286280155,5.7493941568094975,8.76235280811974,24.89752375934879,23.755995471007402,9.340806229341078,[-0.10038793  0.91661323  0.3869657 ],[-0.53538661  0.27805471 -0.79752539],[-0.83861996 -0.28723818  0.46282912]
4,-1910.79964075,-1545.2471695000002,-63.71840575,12.788312718035476,13.210617827193117,15.449953754456782,17.472753672781128,47.76193779390889,45.87010918294277,15.127123792640713,[-0.44922012  0.81426697  0.36765552],[0.73385275 0.10158621 0.67166985],[ 0.50956984  0.57153263 -0.64318663]
2,-3038.4053405,-2510.141807,-133.2825255,8.545041500000025,1.6672199999998156,6.382369500000003,7.429494164021435,15.266433584806396,15.266433584806396,0.0,[-0.61107318  0.20006388 -0.76587467],[-0.24362922  0.96707473 -0.07356131],[-0.79157411 -0.15444374  0.59123393]
4,-3471.4583967500002,-2775.51282575,-85.8987755,3.640676169507776,5.399650788896361,1.3918748124738964,1.903633975213351,13.31886104136731,12.520952767714515,4.540728928730683,[0.50914321 0.33650874 0.7921711 ],[-0.68084961 -0.40557413  0.60987985],[ 0.52651401 -0.84986557  0.02261653]
4,-3023.3179175,-2620.3410455000003,-84.75391625,10.178268886491022,7.113186462785163,12.648725837631481,10.943584032386333,35.321172215898635,33.298572384450644,12.533899090759855,[0.16373857 0.82020366 0.54813834],[-0.83024825  0.41466784 -0.37247607],[-0.53280158 -0.3941022   0.74886977]
