N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
6,-1585.922528,-232.22723399999998,3103.718217666667,11.38414369366672,11.381749273351906,9.807967860002806,7.647294484902801,42.51024489024914,41.495713931348085,27.111896597747037,[-0.71884748  0.29108172  0.63129212],[ 0.25744678 -0.73207476  0.63070413],[-0.64573947 -0.6159042  -0.45131204]
20,-1419.7226388499998,-317.50467075,2775.2498422500003,9.117332438306072,7.160127965617248,19.58867475592921,14.747039665626849,100.71374947369833,95.99488035194793,36.960764222233756,[ 0.51082775 -0.85627492  0.07647397],[ 0.80158382  0.4422695  -0.40231961],[0.31067409 0.26681631 0.91229966]
2,-1851.0919020000001,-249.916531,3355.6032605,1.9975180000000137,1.474019999999996,2.7165314999999737,1.5066955887468794,5.204297553218138,5.2042975532181375,4.2146848510894035e-08,[ 0.83985897  0.258877   -0.47709497],[-0.06080303  0.85789584  0.5102134 ],[ 0.54280468 -0.40054956  0.73818909]
2,-1841.7203365,-365.863673,3680.3941365,0.3325234999999793,0.0453820000000178,1.426135499999873,1.422594687527635,2.071952638617073,2.071952638617073,,[ 0.97390308 -0.00721873  0.22684946],[-0.10976548  0.99393919  0.00603543],[-0.22696428 -0.03097553  0.97341036]
3,-1420.323349666667,-282.2183773333333,2725.0429343333335,1.759068279069808,1.103428945226161,0.901845684044409,0.6989054060092027,3.9211741680606567,3.6702223842819137,1.3802443646623495,[-0.5564725   0.66842088  0.49350977],[ 0.03749733 -0.57316138  0.81858413],[-0.83001947 -0.47402485 -0.29388454]
2,-1353.8661929999998,-211.88744150000002,2419.5653695,3.2204319999999598,1.319598499999998,0.49813349999999446,1.900867092967701,4.972053791271416,4.972053791271415,,[-0.12533841 -0.60321874  0.78766581],[0.40118867 0.85697005 0.3234965 ],[-0.91599544  0.37533667  0.14168534]
3,-2121.747619,-245.40219833333333,3981.4415109999995,3.7234471119433925,5.354397556158509,6.836470303502318,5.157697468579649,16.364989257146327,13.109419733989464,9.79571271652054,[-0.85022373  0.46145985  0.2533267 ],[-0.28192512 -0.80554309  0.52117037],[0.44456477 0.37169225 0.81498898]
3,-1340.7337290000003,-160.25882433333334,2462.7453196666665,0.5333853726753582,1.5499697095324811,2.3335915140633707,2.0656391670732153,4.939399379710293,4.862082604439869,0.8705279891454619,[0.04395548 0.8337408  0.55040366],[ 9.96906436e-01 -6.72587207e-04 -7.85945667e-02],[-0.0651573   0.55215562 -0.83119113]
2,-1754.526903,-262.1126675,3117.3056079999997,3.9325810000000274,6.755798500000012,12.142501999999922,12.970689800130458,20.42284806358632,20.422848063586315,,[ 0.96220731 -0.13239851  0.23796583],[-0.43910465  0.83797405  0.32401635],[-0.27231801 -0.46781633  0.84082744]
3,-2003.8437443333335,-281.2904066666667,3578.0288726666663,5.519692270427309,3.3756459153112686,6.643293905707231,8.426139848284315,16.061943408882325,15.062405412820889,5.577631150404472,[0.52101164 0.59227559 0.61461898],[ 0.61435681 -0.76010307  0.21168147],[ 0.59254754  0.26730685 -0.75989109]
