N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
18,-1831.2062704999998,-267.22276372222217,3453.5392296666664,8.406637991345368,8.283148369897253,5.506875698318258,4.831709227900348,53.78317070926194,44.80487836666774,34.724254260072655,[-0.43100129 -0.49549424  0.75413749],[0.57136715 0.49700128 0.65309211],[-0.69841067  0.71237293  0.06890094]
6,-2110.0364045,-325.14215566666667,3771.4146663333336,4.499673755725187,7.310021427050632,7.067547538296067,7.2663079749224915,26.636189908565747,21.263733715260877,17.943563753530476,[ 0.87709552 -0.45903335  0.14139246],[0.04242602 0.36726373 0.92914874],[-0.47843858 -0.80895348  0.34160033]
23,-1957.7447124782607,-365.3291149130435,3901.4581296956517,23.07815913312853,22.441902744461558,23.896408053298828,31.698817663003847,185.7183775065855,183.74964417297517,75.36295390273557,[-0.75094729  0.07193866 -0.65643202],[-0.31521262  0.8344437   0.45204503],[-0.58027508 -0.54637765  0.60394727]
46,-1375.1573855652175,-216.37697306521738,2618.4903072391303,29.30265219327275,10.180394099683962,23.696795092841757,14.726693606586073,256.6806264406731,246.93035971586406,115.46539138743837,[ 0.20885376 -0.94231982 -0.26155966],[-0.5606176  -0.33451373  0.75750146],[-0.80130394 -0.01157208 -0.59814553]
71,-2005.8920923521132,-294.18194071830993,3928.5535171549286,17.054958368749794,25.388556039810513,41.67580229985857,37.03730138617075,413.9061143863396,412.32503313209907,195.29373901393308,[-0.67595837  0.62137845  0.39619327],[-0.72904741 -0.64232722 -0.2364437 ],[ 0.10756471 -0.44866977  0.88720081]
60,-1322.3791934,-237.44043253333334,2524.0455317666665,43.27611119258697,13.347287175939856,15.290996224818446,21.507864340426924,358.5904979593995,349.09381651403265,154.01537228408546,[ 0.05994647 -0.8212886  -0.56735479],[-0.07949949 -0.57049964  0.81744113],[-0.99503078 -0.00389829 -0.09949146]
107,-1492.457435813084,-254.34062537383178,2935.0433880934584,15.256107132840468,31.289740474763256,9.882082086939068,8.641867029751506,363.76633364771465,341.15960190905383,177.50198171429255,[-0.39299336 -0.1023582   0.91382658],[-0.89589532 -0.18129792 -0.40558925],[ 0.20719024 -0.97808684 -0.02045335]
22,-1682.0747226818182,-212.39511386363637,3123.566865727272,16.446027011897588,10.640749168817756,4.785214543661087,10.045327925402209,92.33652125690094,81.38095506671316,52.35756411506427,[ 0.11376969 -0.04393465  0.99253524],[0.21446632 0.97655343 0.01864394],[-0.97008281  0.21074426  0.12052469]
15,-1636.0423097333335,-316.7888300000001,3212.4934480000006,15.278860325300286,7.792139281965018,6.615885986738258,10.682666694523476,67.18677914757015,64.87431410486984,37.618994162141426,[ 0.18846222 -0.05812386  0.98035892],[ 0.1226991  -0.9890318  -0.08222549],[ 0.97438541  0.13578556 -0.17926338]
5,-1546.6954787999998,-322.3106432,2958.1141113999997,3.543243462405754,3.928244654208253,1.671815367692529,3.3291100825384285,12.368564788745616,12.022514992446977,3.206899987758801,[ 0.63918172 -0.33585571  0.69184367],[-0.40980201  0.61250099  0.67594737],[ 0.65077572  0.71557213 -0.2538651 ]
