N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
6340,-3060.195477644637,-1971.3300899178237,-40.851300073186124,459.63965834784915,298.4709047846919,54.155967139478214,545.5663082643492,43641.64776260432,43640.303835929066,6049.923450076956,[ 0.54034722 -0.84079943  0.0328816 ],[-0.02721863  0.02159164  0.99939629],[0.8410018  0.540916   0.01121842]
