N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
13,-1027.843279923077,-1949.1390423846155,2107.219066923077,4.092764153844276,3.483327577962065,5.330995338262573,2.7317872246687958,26.003345586304107,24.51900505072561,14.57886239206328,[ 0.11387557 -0.89421607  0.43290875],[-0.89114729  0.10069044  0.4424002 ],[-0.43919114 -0.43616403 -0.78541204]
11,-1442.981850909091,-2656.2325950000004,2937.4832906363636,8.111975132599582,10.140876997875473,7.544513304871621,4.742223665100259,48.17485285606512,42.07402696146875,29.51789931786355,[ 0.02225977 -0.56781403  0.82285584],[0.99239854 0.11219388 0.05057349],[-0.12103572  0.81547517  0.56599523]
8,-1073.463387375,-1990.546239625,2223.64376875,6.159205508712818,8.015898618961044,2.7961482525117,6.609829844629055,29.201791824600402,23.861814839175942,18.385085213354056,[-0.3426486   0.04631239 -0.93832143],[ 0.87744909 -0.34108988 -0.33725479],[ 0.33567101  0.93888916 -0.07623721]
78,-1135.1686097307693,-2012.1731449487183,2150.159392653846,19.86428638841876,25.172136191806736,24.31414168187614,30.316284467140548,348.2337910765766,298.2391277801681,205.9457263425185,[0.48054481 0.63579263 0.60402353],[ 0.86618813 -0.23643367 -0.4402468 ],[ 0.13709417 -0.73475632  0.664333  ]
11,-1478.5781913636365,-2696.5581832727275,3016.9672481818184,5.5951286754868335,6.530568128402637,5.117731474437658,2.5075399130938174,32.377274827994455,26.719653653476197,20.99907885069925,[ 0.41866922  0.47986951 -0.77100022],[ 0.87671343 -0.43498054  0.20534239],[0.23683254 0.76191678 0.602821  ]
8,-997.386736125,-1845.531715375,2043.47553775,6.198052194907384,8.714169785905456,7.5347937130382565,11.632715293957462,36.76758320417381,33.451133657980364,16.34558167159817,[0.67736993 0.20645586 0.70607786],[-0.59030516  0.72530182  0.35422744],[ 0.43898723  0.65674443 -0.61316961]
10,-1374.1742769,-2554.5672309,2820.3187590999996,4.744563439838558,9.587871759027577,11.787304891840146,13.418830759560665,48.75554556483573,48.22284892140137,19.105708384855077,[0.15998875 0.78519422 0.59822541],[ 0.98243446 -0.06768695 -0.17389943],[-0.09605277  0.6155392  -0.78223101]
8,-1190.2105735,-2164.078211875,2276.7711626249998,2.81509059884067,3.2211152935158616,5.934843951889126,4.527290859801642,19.445115662036685,18.41614837141205,11.793897608738106,[-0.88595524 -0.45379944 -0.09565239],[ 0.43628233 -0.88547548  0.15997156],[ 0.15729285 -0.0999962  -0.98247632]
5,-936.7003766,-1670.964632,1885.4260825999997,4.662334223875478,9.474174003379957,2.648673226069669,5.231363712706245,24.112553358992407,22.97241918438711,8.716694357721959,[0.61525085 0.20622996 0.76087817],[-0.6923919  -0.3200952   0.64663167],[ 0.37690828 -0.92466657 -0.05414689]
11,-905.1040445454546,-1598.4361163636363,1679.1332133636365,16.835076587737888,13.839072399665453,12.564547159496435,19.315615774018358,77.3044431550979,76.65517847504097,45.49476132161246,[-0.61241232  0.24537857 -0.75149219],[-0.28468312  0.81837685  0.49921423],[-0.73750029 -0.51966209  0.43132893]
11,-1241.4394559999998,-2387.893288545454,2618.675474363636,6.9006823753647515,6.897872323670177,16.33446160098488,14.536629305966844,62.192204938116916,58.72457842720628,25.45342486614319,[0.91219162 0.21063198 0.35148345],[ 0.21638476 -0.97602948  0.02332585],[-0.34797137 -0.05477802  0.93590346]
5,-902.6159711999999,-1713.7736138,1909.4475186000004,2.2313696005034678,2.7584898882386195,2.215353503509515,1.6816145780668246,9.172619835268785,7.3299350588758605,6.090630215426984,[-0.71518149 -0.32990247  0.61618163],[0.29308412 0.65879185 0.69288888],[-0.63452119  0.67613435 -0.37446656]
5,-1145.0480268,-2005.2202546,2205.0068531999996,2.5829598019714055,1.435636139044673,6.055017215224163,5.382173972989389,15.060950155270481,14.02132283346078,5.525391009716137,[-0.440572   0.8966767  0.0432111],[0.8675462  0.41289727 0.27727143],[ 0.23078109  0.15964565 -0.95981944]
25,-963.18680884,-1829.0112086,2010.7987679999999,7.303977413096872,9.522471571015522,7.513203083831649,8.496731252955216,68.23237343036278,57.86306562880552,44.943268958013505,[ 0.76474875 -0.38443437 -0.51707791],[ 0.29647103 -0.50256278  0.81211796],[0.57207016 0.77436482 0.27036061]
20,-1081.4476922000001,-2034.47809725,2263.45013085,4.946845311513772,8.034699295499822,10.226207952672848,5.8621433151084865,58.38766471696759,57.484887815652336,32.10121956529481,[ 0.97466356  0.22052839 -0.0373923 ],[ 0.20170693 -0.79431502  0.57304272],[-0.09667092  0.56606614  0.81867201]
5,-1491.132169,-2620.3402630000005,2760.4530422000003,6.795612491636063,4.089992891086254,8.223398489570242,4.885993418280531,24.546610919540786,23.91420220633367,11.441222060518262,[ 0.77170108  0.27298148 -0.57442019],[-0.15051936  0.95593069  0.2520723 ],[-0.61791695  0.10806311 -0.77878174]
8,-1438.23499125,-2605.574759375,2780.2215612500004,8.880308045111544,5.20043159510569,5.103641963004695,2.5916410722380605,32.01490190659724,27.277296836845977,18.499174840877888,[-0.18627415 -0.62543826  0.75771295],[-0.38260967  0.75650733  0.53038336],[-0.90493745 -0.1911116  -0.38021648]
5,-1016.0748127999999,-1917.8289467999998,2128.7686904,2.714366423700488,5.646733667817223,4.83381373277432,3.8594276167760553,17.085136803577424,15.615477878567926,9.510329386109976,[-0.94877034  0.31589528  0.00670957],[-0.17065059 -0.53017812  0.83053569],[-0.26591957 -0.78684264 -0.55692499]
17,-892.2815321764707,-1674.4143965882351,1843.2663554117646,9.963017417961389,11.530997961998757,5.018054567419546,10.216744587943944,64.77621757176333,58.33220042431352,33.959050177459844,[-0.45384497  0.31922987  0.83193571],[ 0.63552101 -0.53847266  0.55331748],[0.6246101  0.77983299 0.04150583]
9,-1263.3733544444444,-2249.0306505555554,2365.9210132222224,10.55595150033142,6.121443944991416,5.580741380511745,6.5241458156468,39.13913583334749,34.377445272262136,22.95924271539869,[ 0.23556784 -0.54588555  0.80406266],[0.23011862 0.83514872 0.49957185],[ 0.94422096 -0.06734673 -0.3223526 ]
11,-1238.265957090909,-2380.6988143636363,2538.233440090909,5.670782071805342,6.005145677639511,13.23199582055071,10.025482487751798,50.75253005015222,48.381716281934985,20.88314832483614,[-0.85679641 -0.4890322   0.16354637],[-0.40715707  0.83621293  0.36738407],[ 0.31642223 -0.24818429  0.91557715]
7,-1170.729551142857,-2088.9313215714287,2287.5711262857144,1.7026285551392684,2.215767256923821,2.0915652867815737,1.4054867037646936,8.541047834274742,8.05839659267656,5.716444752010113,[-0.0840956   0.67158066 -0.73614357],[-0.99638729 -0.04789218  0.0701335 ],[0.01184478 0.73938201 0.67318195]
10,-1180.3810508000001,-2081.4585469,2195.2255861000003,7.624557774215777,9.855380313781852,7.563163013018875,12.047102669419951,43.524192582303364,42.270371244591026,23.835627068856752,[-0.85596574  0.47169309 -0.21172691],[0.05337965 0.48793815 0.8712445 ],[-0.51426965 -0.73445353  0.44283715]
6,-1175.6117468333334,-1984.567114333333,2182.0886649999998,3.2180728953267006,2.794791552503635,8.506367867486276,4.682879504306383,23.18712459339303,22.286900533625815,7.207848849536023,[-0.92428278 -0.16806604  0.34271731],[ 0.17829198 -0.98397617 -0.00169459],[-0.33751047 -0.05953746 -0.93943705]
7,-1037.2255798571427,-1938.3058158571428,2004.828419857143,9.248339967224444,5.637254814658922,4.689176889324349,4.534690342066183,30.881919869288453,29.61104982609193,10.93965940518101,[-0.4254453   0.01828914 -0.90479932],[-0.37369515 -0.9141271   0.15723735],[ 0.82422584 -0.405015   -0.39574564]
6,-1272.8201453333334,-2327.3731185,2431.1584268333336,4.5003900969228,6.262105948345099,5.153147066812083,2.5154430105354213,22.305865731077198,19.74188282789572,12.040568753031506,[-0.68071655 -0.61039829  0.40501717],[ 0.5936578  -0.13574556  0.7931857 ],[ 0.42917992 -0.78037623 -0.45477196]
6,-1024.0093964999999,-1769.5066559999998,2026.1120663333334,5.132205260523422,5.607515172057277,5.860191691234083,5.092053378788674,22.796140785989227,21.028587222795338,11.985062847841732,[ 0.80552205  0.52946616 -0.26608233],[-0.15406587  0.62072395  0.76874279],[-0.57218697  0.57824507 -0.5815795 ]
8,-1193.6667683750002,-2146.060681,2354.8324675,8.273521586643046,4.682720594658402,4.8117276143012955,2.4320689092668926,29.3695017504232,25.370966028187595,17.61404319492535,[ 0.2993105   0.67248078 -0.67689203],[-0.05225001  0.71990194  0.6921063 ],[-0.95272407  0.17178707 -0.25061134]
11,-849.2851500909092,-1638.4585714545456,1718.0059182727273,11.986683397986651,12.755541225174918,19.06465793702224,15.636436002608338,83.90273390735129,70.89561850478016,51.67925664710191,[ 0.77848317 -0.53211374 -0.33289476],[-0.44638502 -0.84221439  0.30234968],[0.44125317 0.08677491 0.89317734]
8,-1373.0655415,-2625.61979475,2796.359692125,8.596665907550328,5.0809071276895015,6.98687609972213,5.503036505649334,32.61938925611777,28.237839887374697,22.697034093437345,[ 0.38621837  0.92164078 -0.03759836],[0.01017394 0.03650228 0.99928178],[-0.92235127  0.3863235  -0.00472114]
11,-1579.964075545455,-2833.230712727273,3015.51893,6.324162463189381,10.311561973419863,24.68502617328865,12.137733775096038,90.35438185405154,89.29172679451668,22.088415287912042,[-0.14860097 -0.92624714  0.34638706],[ 0.98179522 -0.09628256  0.16373093],[-0.11830427  0.36441173  0.92369269]
7,-1114.2645655714284,-1914.2288525714284,2027.8760898571431,2.845978568554921,2.1451207699183086,4.276124738760747,2.7889153954166943,14.161052451041758,13.237502698811896,7.618558560574237,[ 0.68919534 -0.6646403  -0.28855339],[-0.54244361 -0.73730193  0.4026671 ],[0.48037975 0.12099235 0.86867494]
5,-1135.1881134,-1970.4027818,2072.6437446,2.516666217649797,3.095380099564979,1.0019617720314735,1.8109568299579604,8.944506543668073,7.797898271878764,5.327074926848697,[-0.10387735 -0.09831314  0.98971916],[0.86012321 0.49077467 0.13902622],[-0.4993972   0.8657221   0.03358104]
8,-1224.15067375,-2331.38356775,2550.270327125,4.578515290202105,6.047277271108766,8.46277378752356,8.803140496009735,29.97243440380934,29.476759378259953,17.297060727961117,[-0.04319424  0.85508099  0.51669213],[ 0.99604936  0.07702159 -0.04419672],[-0.07758822  0.51274182 -0.85502976]
5,-1189.8264332,-2111.5186474,2317.4390112000006,9.449225852443652,2.1547468370876826,4.364271549318104,4.384141030354786,23.482821667786112,21.777311726678708,10.20208182010807,[ 0.10996947 -0.97937637  0.16949523],[-0.15554946  0.15147027  0.97614605],[-0.98168787 -0.13371115 -0.13568437]
8,-962.2155865,-1802.5658202500001,1966.432697625,6.460438205417528,3.754554156844069,3.920226240858168,5.99629198167366,22.842691979030192,21.552779086483092,12.366201390714554,[0.18028144 0.5849428  0.79078475],[-0.47669489  0.75519289 -0.44993963],[-0.86038397 -0.29584729  0.41498651]
8,-1147.5867711249998,-2213.0694321250003,2414.4473740000003,3.5703601650326537,11.139423662323557,3.2237758358741986,8.173757557423812,34.021550940235095,32.38812268828542,12.213720578824324,[0.63086067 0.18806104 0.75276016],[-0.76411445 -0.01784268  0.64483389],[ 0.13469939 -0.98199526  0.13244392]
7,-1281.5319558571427,-2371.621482857143,2520.8711724285713,6.498918237917048,5.253579946234465,8.657940371414897,6.253615101815926,30.350803264497838,25.608959965986276,21.216821593123466,[-0.5883167  -0.80464082  0.0802285 ],[-0.71363331  0.56329827  0.41644035],[ 0.38027748 -0.18774508  0.90561627]
5,-1115.557124,-2176.1018672,2315.2065404,5.8071135434743475,4.05862252947491,11.3829844283909,10.91811090664776,29.670962990099977,28.470969639977202,10.330103262076154,[0.69875815 0.58240943 0.41537489],[-0.59089417  0.7972005  -0.1237556 ],[ 0.4032135   0.15896736 -0.90119268]
5,-971.9389951999999,-1767.1789792,1815.6788872000002,2.378956747387673,3.444564214053134,5.299813616562527,5.840307967518906,14.439592805435373,14.260051213830534,6.653865117503752,[-0.89369327  0.44830519  0.01829765],[0.39103968 0.75824215 0.52168651],[-0.22000072 -0.47338283  0.85294102]
5,-1224.4886066,-2223.0616638,2288.811852,7.2228424671220175,8.103133988783405,5.317838882690849,4.3576666476787125,26.097338418079527,23.170477950262782,15.59340630912903,[ 0.14492373 -0.44368945  0.88438498],[0.86023003 0.49813207 0.10894373],[-0.4888777   0.74498599  0.45386614]
7,-1066.3149728571427,-2061.9821901428572,2254.3859182857145,4.252408439451194,1.8400228723550327,4.766915756572104,3.1833712081614576,17.14869346264826,16.252482529088898,7.776193778657783,[0.19625277 0.9775261  0.07699071],[ 0.74583444 -0.09784125 -0.65890673],[-0.63656566  0.18673459 -0.74827425]
13,-1211.5519986923075,-2148.576248153846,2276.01991,5.941111842993091,6.624798583022393,4.742695501988737,4.899238080302371,33.417115682050294,29.294124327620693,25.860718410754465,[-0.52481529 -0.14858234  0.83814808],[-0.61147243 -0.61919323 -0.49264715],[-0.59217428  0.7710532  -0.23410807]
16,-1361.290474375,-2638.6670431875,2730.8803271875,9.7065761234489,6.060132124055679,17.755364963958943,12.077732731695928,82.4566136733015,78.86052173969753,35.49916586942602,[ 0.45845919  0.88800265 -0.03558742],[-0.80422885  0.43158321  0.40859747],[ 0.37819457 -0.15870483  0.91202064]
7,-1583.5090124285714,-2718.601488285715,3072.267717714286,12.38806180599164,9.339704942312702,15.653940930471858,10.825904507503752,56.83715827524635,53.60425709261816,26.390935678151454,[-0.73511675 -0.59506163  0.32481536],[-0.34565558  0.74115373  0.5755114 ],[ 0.58320287 -0.31079383  0.75052089]
13,-1350.1737873076922,-2296.8918462307693,2618.4237513846147,8.987240977399916,7.7387357672871095,4.12367910335821,8.727423506647922,43.44695009063583,40.74646990231355,23.480470705701947,[-0.10649549  0.36504593  0.92487847],[-0.62495482  0.69889752 -0.34781279],[-0.77336291 -0.61504775  0.15370778]
7,-1304.1344072857141,-2200.290832714286,2428.5239302857144,2.065673258477081,4.718798058147805,2.5948240418885145,2.6347388335103106,14.539973938633546,14.429425280089298,6.79126387415403,[-0.97018518  0.17197672  0.17077681],[ 0.0895412  -0.40043956  0.91193779],[-0.22521786 -0.90004009 -0.37310153]
5,-1083.7541288,-2099.7503718,2253.3986174,3.1193872408270322,6.426575873051923,3.984275479911064,4.0788677970995675,17.932423301540055,15.98986727834959,9.581826133709027,[ 0.91641615  0.39565911 -0.06029353],[ 0.0822366  -0.03871769  0.99586047],[-0.39168685  0.91758095  0.06801918]
14,-1258.638261142857,-2125.9374351428564,2294.3878632142855,7.78179032727687,7.295485969855925,5.5716928993049075,4.565691153605554,41.9612069122218,36.79081584503174,30.67195539702499,[-0.18784465 -0.5394641   0.82078796],[0.71333259 0.49952146 0.49156375],[-0.6751822   0.67783242  0.29098489]
8,-1521.8407351249998,-2916.9003923749997,3139.122702625,4.773892555960513,7.75151300159334,10.582864882472919,8.816119760056358,38.95125069509258,31.44910130056392,24.73302702463627,[ 0.87126575 -0.4907361  -0.00860638],[-0.45346675 -0.81155818  0.36843077],[0.18778686 0.31709841 0.92961535]
6,-1560.2662351666668,-2724.3456316666666,2896.4452610000003,10.405903697377285,2.0785490725256697,7.624754385994443,2.7651105455561362,31.657984747987967,30.772257821491365,9.986044246676173,[-0.12562446 -0.96871788  0.21401906],[-0.55480577  0.2474399   0.79433246],[-0.82244091 -0.01895143 -0.56853478]
5,-1362.8424812,-2675.5773546,2823.2961862,5.705162309289548,5.407230468562991,3.2906102676486255,5.532660589036152,17.759490879589126,16.614954936476895,11.605821756649489,[-0.19953145  0.32340523  0.92498446],[-0.64297808  0.66911561 -0.37264392],[-0.73943654 -0.66909891  0.07443286]
6,-1081.7044543333334,-1949.0248113333334,2001.8280783333337,4.052473213579169,5.138295778786501,2.067921796751513,3.266144919223025,16.48464258191499,14.444912273352662,9.209351059454898,[ 0.37449736 -0.01028386  0.92717095],[-0.76797682 -0.56376408  0.30394354],[ 0.51957996 -0.82587185 -0.21902592]
6,-1644.558785,-2753.7439185000003,3026.041356666667,11.858144368376106,13.769885025813934,11.644410899127076,19.831896401891374,52.682553073633116,50.42754634884583,16.474910954416863,[-0.80974752  0.336777   -0.48051035],[-0.12920467  0.69646247  0.70586556],[-0.57237671 -0.63365707  0.52044559]
5,-1685.5204122000002,-2830.5152942,3083.750626,5.898366294107499,9.250024421299653,5.17786042826107,9.514461578109342,26.57030164397728,24.390430021504002,13.067713931699291,[ 0.7934772  -0.32433855  0.5149742 ],[-0.35723444  0.43684376  0.82556107],[ 0.49272455  0.83903041 -0.23076066]
13,-1351.1862999999998,-2302.4242946153845,2490.981921,9.069099307507132,8.865464611799556,11.820525560023983,12.306287532098306,61.20092616529359,52.827459504535035,35.75642945047222,[-0.77186458 -0.31654597 -0.55138346],[ 0.24376652 -0.94831223  0.20317924],[ 0.58719925 -0.02241803 -0.80913193]
7,-1479.6281058571428,-2525.905256857143,2719.2196281428573,4.106372429093277,4.294133715474825,4.840904459978498,2.6567288784682552,19.455215367997884,18.423027066244728,10.217336104353205,[-0.24050505 -0.80086515  0.54842714],[0.85765144 0.08924071 0.50642877],[-0.45452318  0.59215801  0.66540031]
5,-1115.4211467999999,-1940.5361404,2107.5446053999995,5.950729432973821,7.6423857937026085,4.698874272418881,4.150466313267116,24.04706451485853,22.040771938500058,9.742159354873293,[0.78449091 0.47881804 0.39409046],[-0.16035046 -0.45725393  0.87476086],[-0.59905069  0.74943454  0.28193286]
