N,MEAN_X,MEAN_Y,MEAN_Z,SIGMA_X,SIGMA_Y,SIGMA_Z,SIGMA_R,LAMBDA_1,LAMBDA_2,LAMBDA_3,EIGEN_1,EIGEN_2,EIGEN_3
6673,-889.9328407584295,-2823.419700446726,2032.7637906701632,146.41335306946257,438.20557897043903,316.35279288151844,554.970609242028,45536.373713626796,45530.56704456854,6157.28518887322,[-0.86191955 -0.08764505 -0.49941269],[-0.44278238  0.61002352  0.65712637],[-0.24705961 -0.78752121  0.56459888]
